Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11
ISW/GDE & WQ,,,Ecosystems,1,"Does the GSP analyze direct and indirect impacts on GDEs when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, 2) Water Quality, and 3) Depletions of Interconnected Surface Waters?","NO: no mention of GDEs Somewhat: mention GDEs, but not well analyzed; only for 1 or 2 URs Yes: impacts to GDEs analyzed and described ( impacts to specific species - cause and effect ecosystem, e.g. dieback, impacts to habitat)","groundwater dependent ecosystem, GDE, groundwater-dependent ecosystem, instream, environment, undesirable result, groundwater levels, water quality, groundwater quality, depletion of surface water, ISW",Somewhat,"4.4.1 Undesirable Results 
Chronic lowering of groundwater elevations in the Basin causes significant and unreasonable declines in available water supply required to meet all beneficial uses. The rate of basin-wide production from wells (in 2015) would decrease since declining water levels lead to dry wells. Total groundwater production leads to an undesirable result if it cannot support beneficial uses unless alternative means of obtaining sufficient water resources is achieved if technically or financially feasible. These undesirable results for the chronic lowering of groundwater levels would cause significant and unreasonable reduction in the long-term viability of domestic, agricultural, municipal, or environmental uses over the planning and implementation horizon of this GSP.
&&&
4.4.1.2 Potential Effects 
Potential effects of groundwater levels undesirable results could include the following:
• De-watering of a subset of the existing groundwater infrastructure, starting with the shallowest wells that are generally domestic wells • Drinking water supply disruptions • Increased costs to pump groundwater • Changes in irrigation practices and crops grown • Adverse effects to property values and the regional economy • Increase in costs for supplying water • Adverse effects on GDEs, to the extent connected with the production aquifer • Harm to surface water beneficial uses including terrestrial and aquatic species. 
&&&
4.4.1.3 Identification of Chronic Lowering of Groundwater Wells 
Six RMS in Big Valley Basin were selected for identification of undesirable results to indicate region-wide impacts to groundwater levels. Undesirable results would occur when 33 percent 12 (two of six wells) of RMS used to monitor groundwater levels fall below their MTs for two 13 consecutive years at the same sites.
&&&
4.9.1.1 Potential Causes 
The potential causes of undesirable results are the same as those for chronic lowering of groundwater levels (see Section 4.4.1). 
4.9.1.2 Potential Effects 
If depletions of interconnected surface water were to reach undesirable results, the adverse effects could impact the identified potential GDEs in the basin. These potential GDEs include riparian ecosystems along the surface water bodies and aquatic species, especially the State listed threatened Clear Lake hitch. They may also adversely affect other beneficial uses of surface water. 
4.9.1.3 Identification of undesirable results
Six wells in Big Valley Basin were selected for identification of undesirable results related to depletion of interconnected surface water. Undesirable results would occur when 33 percent (two of six wells) of RMS used to monitor depletion of interconnected surface water fall below their MTs for two consecutive years at the same sites, and where it can be established that GSA’s groundwater management is the cause of the exceedance. 
4.9.1.4 Justification of Groundwater Levels as a Proxy
The GSP regulations state that the MT metric for depletion of interconnected surface waters shall be a rate or volume of surface water depletion. However, the regulations also allow GSAs to use groundwater elevations as a proxy metric for any (or potentially all) of the sustainability indicators when setting MTs and MOs, provided the GSP demonstrates that there is a significant correlation between groundwater levels and the other metrics. The GSP regulations state that the MT “for chronic lowering of groundwater levels shall be the groundwater level indicating a depletion of supply at a given location that may lead to undesirable results” (Title 23 CCR Section 354.28(c)(2)). The use of groundwater levels as a proxy metric for this sustainability indicator is usually justified by a significant correlation between groundwater levels and depletions of interconnected surface water. It is recognized that depletions are typically correlated with shallow groundwater, rather than with deeper groundwater zones. However, currently, the monitoring of shallow groundwater in Big Valley Basin is insufficient for this purpose. Shallow groundwater monitoring is a noted data gap and projects are proposed to address this gap. In the interim, this GSP is using groundwater levels from available monitoring wells in the proximity of surface water gages as proxy for groundwater depletions. As discussed in Section 2.2.2, both groundwater elevations in the Basin, as well as surface water depletions, have fluctuated with periods of wet and dry conditions, but remained fairly stable over the past 30 years. Over the same period, the long-term health of the potential GDEs along the surface water 39 bodies has remained stable (refer to Section 2.2.3). The use of this interim proxy is predicated on the assumption that significant changes in groundwater elevations outside the observed historical trend may also signify a change in the pattern of surface water-groundwater connectivity. This in turn would indicate a significant change in the volume of depletions beyond those observed historically. As discussed in Section 2.2.3.4, the timing of the Clear Lake hitch migration typically coincides with high-flow events during spring when groundwater pumping is at a very low level for irrigation at this time. The relative magnitude of observed and estimated depletions (3-5 6 percent) during this period show that depletions will have no material effect on stream flows (refer to Figures 2-65 through 2-67). During spring, limited and intermittent groundwater occurs for frost/freeze protection between mid-February through mid-May. Frost protection pumping is typically 8 to 10 hours over night and takes place up to 10 days during spring. Modeling results show that this limited pumping has no measurable effect on depletions. In addition, when comparing the downstream to the upstream spring flows on Kelsey Creek for the period 2013 to 2020, there are no apparent differences that would indicate sudden surface water reduction indicative of the frost protection impacts (refer to Figure 2-68). Therefore, current evidence suggests the observed historical depletions have no negative impacts on Clear Lake Hitch. Note that to assess potential localized impacts on streamflow due to frost protection, if any, would require additional detailed surface water and groundwater monitoring.","Page 4-5 / 4.4.1
Page 4-5 / 4.4.1.2
Page 4-6 / 4.4.1.3
Page 4-20 / 4.9.1.1 thru 4.9.1.4","1. Do they mention GDEs for UR? Yes
2. Which URs mention GDEs? GW elevation and ISW, no mention on GW quality
3. Are impacts to GDEs well analyzed? They have done a decent job on ISW however deeper evaluation on gw elevation is missing. 
"
WQ,,Minimum Thresholds,All,2,Does the GSP establish Water Quality minimum thresholds and measurable objectives for the identified constituents/contaminents identified in the plan area (see line 24)? Please identify which constituents have Minimum Thresholds and Measurable Objectives in the Notes.,No - none Somewhat - only some COCs Yes - both,"minimum threshold, water quality, groundwater quality, contaminent, constituent of concern, COC",Somewhat,"4.7.2.1 Description of Minimum Threshold 
Based on the review of groundwater quality in Section 2, the constituent of concern for beneficial users in the Basin is TDS. TDS is being monitored as an overall indicator of groundwater quality within the Basin. The basis for establishing MTs is to minimize the additional contribution and migration of high concentrations of TDS. The MTs for TDS is 750 milligrams per liter (mg/L) (Table 4-6.). This MT is lower than the upper secondary maximum containment level (SMCL) of 1,000 mg/L as set by SWRCB for taste and odor. Most crops grown in the Basin can tolerate water with a TDS of 750 mg/L without blending with surface water supplies. However, the GSA will continue to monitor TDS concentrations and changes in spatial or temporal trends to ensure MTs are not being exceeded and undesirable results are not being experienced by beneficial users. Available historical TDS measurements in the Basin are provided in Appendix 3B.
&&&
The MOs for groundwater quality are set as the concentration of TDS of 500 mg/L (Table 4-7). This level represents the secondary MCL for drinking water standards, which is also protective of crop health and yields.","Page 4-14 / 4.7.2.1
Table 4-6 & 4-7","1. Are MT and MO set for COCs? Yes
2. Do they set MT and MO for all COCs? Just TDS"
WQ,,,All,2,"Are Water Quality minimum thresholds based on or within the Maximum Contaminent levels (MCLs)? Answer Yes = for identified constituents; Somewhat = for some of the identified constituents; No = none of the identified constituents; Not Applicable should never be an answer for this question. Note: Secondary MCLs are ok for TDS, sulfate, chloride, manganese, iron.",No - none Somewhat - only some COCs Yes - both,"maximum contaminent level, MCL, minimum threshold, water quality, groundwater quality, contaminent, constituent of concern, COC",Yes,"4.7.2.1 Description of Minimum Threshold 
Based on the review of groundwater quality in Section 2, the constituent of concern for beneficial users in the Basin is TDS. TDS is being monitored as an overall indicator of groundwater quality within the Basin. The basis for establishing MTs is to minimize the additional contribution and migration of high concentrations of TDS. The MTs for TDS is 750 milligrams per liter (mg/L) (Table 4-6.). This MT is lower than the upper secondary maximum containment level (SMCL) of 1,000 mg/L as set by SWRCB for taste and odor. Most crops grown in the Basin can tolerate water with a TDS of 750 mg/L without blending with surface water supplies. However, the GSA will continue to monitor TDS concentrations and changes in spatial or temporal trends to ensure MTs are not being exceeded and undesirable results are not being experienced by beneficial users. Available historical TDS measurements in the Basin are provided in Appendix 3B.","Page 4-14 / 4.7.2.1
Table 4-6 & 4-7","1. Are MT set at MCL level for COCs? Yes
2. Are all MT set at MCL level? For TDS

"
WQ,,,Drinking Water Users,1,"Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevation and water quality minimum thresholds on drinking water users (e.g., domestic wells, municipal water suppliers)? ",NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, drinking water users, domestic, domestic wells, groundwater levels, water quality, groundwater quality",Somewhat,"4.4.2.2 Description of the MTs 
The development of MTs for chronic lowering of groundwater elevations included a review of historical groundwater levels and the projected water levels trends. MTs were established by analyzing historical groundwater level data, projecting water level trends in 2042, and estimating approximately how many domestic wells may be negatively impacted at different water levels. Both annual (variability from year to year) and seasonal variability were considered in the development of MTs. The MT for each RMS is defined as follows: 1. Lowest historical spring groundwater level was identified. Since groundwater conditions in the basin has been relatively stable over the past 30 years, this level has been identified as an acceptable lower limit. 2. Highest historical spring groundwater level was identified and a margin of operational flexibility corresponding to 20 percent of the range between lowest and highest spring levels was calculated. 3. The margin of operational flexibility is used to adjust down the lowest historical spring groundwater level. This adjusted low spring level is intended to account for measurement uncertainties, severe extended drought periods, and effects of climate change. 4. The MT at each RMS for groundwater elevation is set as the lowest historical spring groundwater elevation, plus the operational flexibility margin. Table 4-3 summarizes the MTs at each RMS. Information used to develop the MTs are presented in Table 4-4. Groundwater level hydrographs from which the MTs were developed are shown on Figure 4-1 through Figure 4-6.","Page 4-6 / 4.4.2.2
Table 4-3 & 4-4 
Figure 4-1 thru 4-6

","1. Do they mention impact of groundwater elevation MT on drinking water users? yes,
2. Do they mention impact of water quality MT on drinking water users? No
3. Do they use quantitative data to describe the harm of crossing the MT? Yes for qw elevation

"
Stakeholder & WQ,,,DACs,1,Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevation and water quality minimum thresholds on DACs?,NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, DAC, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention impact of groundwater elevation MT on DACs? No
2. Do they mention impact of water quality MT on DACs? No
3. Do they use quantitative data to describe the harm to DACs of crossing the MT?

"
Stakeholder & WQ,,,Tribes,1,"Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevetion, ISW and water quality minimum thresholds on Tribes? ",NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, DAC, tribal, tribe, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention impact of groundwater elevation MT on Tribes? No
2. Do they mention impact of water quality MT on Tribes? No
2. Do they mention impact of ISW MT on Tribes? No
4. Do they use quantitative data to describe the harm to Tribess of crossing the MT?
"
ISW/GDE & WQ,,,Ecosystems,1,Does the GSP evaluate the cumulative or indirect impacts of proposed minimum thresholds for groundwater elevations and ISW on GDEs or environmental beneficial users of surface water?,NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, environmental beneficial user, instream, groundwater levels, water quality, groundwater quality, depletion of surface water ISW",Somewhat,"4.9.2.1 Description of Minimum Threshold 
MT for each of the surface water depletions RMS is defined as follows: 1. Lowest historical spring (April or March) groundwater level was identified. Since groundwater conditions in the basin has been relatively stable, this level has been identified as an acceptable lower limit given the observed long-term health of the GDE’s (as discussed in Section 2.2.3). 2. Highest historical spring (April or March) groundwater level was identified. A margin of operational flexibility corresponding to 20 percent of the range between lowest and highest spring levels was calculated. This margin is used to adjust down the lowest historical spring groundwater level. This adjusted low spring level is intended to account for measurement uncertainties, severe extended drought periods, and effects of climate change. 3. The adjusted low spring level is capped to not exceed a depth of 30 feet below ground 39 surface. The 30 feet depth represent the maximum root depth for GDEs to maintain access to shallow groundwater. The resulting modified low spring level is set as the MT.
&&&
4.9.2.2 Quantitative Measurement 
The quantitative measurement will be the annual spring measurements taken April at the RMS wells. The data obtained will be appended to existing data to generate hydrographs for the wells. These hydrographs will be analyzed annually for changing trends in water elevations and compared to established MTs to ensure they are not exceeded.","Page 4-21 / 4.9.2.1
Page 4-22 / 4.9.2.2
Table 4-10","1. Do they mention impact of groundwater elevation MT on GDEs? No
2. Do they mention impact of ISW MT on GDEs? Yes
3. Do they use quantitative data to describe the harm of crossing each of the MT? Somewhat for ISW, they have adjust low spring lvls depth from surface of the ground not exceed 30 ft for roots to access shallow groundwater
"
WQ,,Measurable Objectives,Drinking Water Users,2,Does the GSP consider Drinking Water Users when establishing water quality and groundwater elevation measurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"drinking water users, domestic, measurable objective, water quality, groundwater quality, contaminent, constituent of concern, COC",No,,Figure 4-1 thru 4-6,"1. Does the GSP mention Drinking Water Users for water quality MO? No
2. Does the GSP mention Drinking Water Users for groundwater elevation MO? They have set MO in Figure, Spring Groundwater Elevations and Depth Exceedance for Nearby Well for Groundwater Levels RMS, and it has Domestic wells in it but no explanation or mention in text.
3. Do they justify/evaluate the MOs based on Drinking Water users water needs? No
"
Stakeholder & WQ,,,DACs,2,Does the GSP consider DACs when establishing water quality and groundwater elevation measurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, disadvantaged communities, DAC",No,,,"1. Does the GSP mention DACs for groundwater elevation MO? No
2. Does the GSP mention DACs for ISW MO? No
3. Do they justify/evaluate the MOs based on DAC water needs?

"
Stakeholder & WQ,,,Tribes,2,"Does the GSP consider Tribes when establishing water quality, ISW and groundwater elevation measurable objectives?",NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, tribal, tribes",No,,,"1. Does the GSP mention Tribes for WQ MO? No
2. Does the GSP mention Tribes for groundwater elevation MO? No
3. Does the GSP mention Tribes for ISW MO? No
4. Do they justify/evaluate the MOs based on Tribal water needs?

"
ISW/GDE & WQ,,,Ecosystems,2,Does the GSP consider GDEs when establishing ISW and groundwater elevationmeasurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, groundwater dependent ecosystems, environmental beneficial user",No,,,"1. Does the GSP mention GDEs for ISW MO? No
2. Does the GSP mention GDEs for groundwater elevation MO? No
3. Do they justify/evaluate the MOs based on GDE water needs?

"
RMS/Maps,MONITORING NETWORK,,DACs / Tribes / Drinking Water Users,1,"Do the Representative Monitoring Sites (RMS) in the monitoring network adequately represent water quality conditions around DACs, domestic wells, and Tribes (In the case of data gaps, evaluate proposed monitoring sites)? In the notes, please specify whether RMS for each of the contaminents identified in the basin (see line 24). Answer Yes = existing and proposed monitoring wells are adequately distributed across DAC, domestic well, and Tribal areas; Somewhat = existing and proposed RMS do not adequately cover DAC, domestic well, and Tribal portions of the basin; No = Existing and proposed RMS are not available within DAC, domestic well, and Tribal areas.","NO = RMS are not located within one  mile of any DACs, domestic wells, or tribes
Somewhat = RMS are within one mile of at least one DAC, domestic well or tribe
Yes = RMS are within one mile of ALL DAC, domestic and tribal communities within the basin boundary
","water quality, contaminents, COC, data gap, disadvantaged communit*, DAC",Somewhat,"Limited recent groundwater quality data exists in the Basin. Seven wells are proposed to spatially characterize and monitor on-going water quality trends throughout the Basin. These wells include the six well proposed as the RMS wells for water levels and one additional well (Well 8) from KCWWD #3, who are already required to monitor municipal water quality. The well details and locations are shown in Table 3-5 and Figure 3-2.",Page 3-11 / 3.3.1,"1. How were WQ RMS listed? (CASGEM ID, lat/long, described) SWN table 3-5, Lat/Long table 3-1
2. How many WQ RMS were we able to map? (all, some, none) All
3. Of those mapped, was there a well within 1 mile of DACs? Overall DACs seem to be represented well in the basin -- a few small areas lack representation
4.Of those mapped, was there a well within 1 mile of Tribes? Yes, native land in the basin is completely monitored by RMS
5. Of those mapped, was there a well within 1 mile of domestic wells? Drinking Water is generally monitored well however there are two dense areas that are not within one mile of a RMS in the northwest and southeast areas

Note: Refer to red text in cell J-64 -- strange that they excluded wells from being part of their Representative Monitoring Network based on wells being shallow and near surface water sources.

View Map Here: https://drive.google.com/drive/u/1/folders/1K1qjlw1iWkH4nRCOc9wdLlpmsGRmZQ7m

"
RMS/Maps,,,DACs / Tribes / Drinking Water Users,1,"Do the Representative Monitoring Sites (RMS) in the monitoring network adequately represent shallow groundwater elevations around DACs, domestic wells, and Tribes (In the case of data gaps, evaluate proposed monitoring sites). In the notes, please specify any deficiencies in the distribution of representative monitoring sites (RMS). Yes = existing and proposed monitoring wells are adequately distributed across DAC, drinking wells, and tribal areas; Somewhat = existing and proposed RMS do not adequately cover DAC, drinking wells, and tribal portions of the basin; No = Existing and proposed RMS are not available within DAC, drinking wells, and tribal areas.","NO = RMS are not located within a mile of any DACs, domestic wells, or tribes
Somewhat = RMS are within one mile of at least one DAC, domestic well or tribe
Yes = RMS are within one mile of ALL DAC, domestic and tribal communities within the basin boundary
","shallow monitoring well, data gap, disadvantaged communit*, DAC, tribal, tribe",Somewhat,"One well in each of the north, northwest, northeast, west-central, east-central, and southwest grids were identified as the representative monitoring sites. Some deep wells, with construction details, were excluded from the representative monitoring network since their water elevation were significantly different than other wells in the basin. These wells were generally located in the southern half (east-central, southwest, and southeast sections) of Big Valley Basin. They are generally deeper, installed in bedrock, and/or located near or within upland areas. In these areas, several wells from the CASGEM voluntary network were selected preliminarily on the long history of water level measurements and consistency of water levels with other wells in the Subbasin; however, well construction details for these wells were unknown. The District subsequently determined the construction depth of these potential well sites in east-central and southwest grids. No RMS well was selected for the southeast grid, as this grid lies primarily in upland areas with available wells generally shallow and located near surface water sources. Table 3-2 provides asummary of the wells selected for the RMS network. Figure 3-2 illustrates the location of the representative groundwater level RMS network. Note that all of the wells used for monitoring water levels are production wells for domestic andagricultural uses. Ideally the representative monitoring network would consist solely of dedicated monitoring wells that are not actively used for water production purposes and are installed sufficiently distant from pumped wells to avoid interference that might affect water levels. Therefore, when monitoring water levels at these RMS wells, care should be taken to collect measurements of the static water level when water levels are not influenced by recent pumping.",Page 3-6 / 3.2.2,"1. How were Elevation RMS listed? (CASGEM ID, lat/long, described) State well number Table 3-2. Lat/Long table 3-1
2. How many Elevation RMS were we able to map? (all, some, none) All
3. Of those mapped, was there a well within 1 mile of DACs? Overall DACs seem to be represented well in the basin -- a few small areas lack representation
4.Of those mapped, was there a well within 1 mile of Tribes? Yes, native land in the basin is completely monitored by RMS
5. Of those mapped, was there a well within 1 mile of domestic wells? Drinking Water is generally monitored well however there are two dense areas that are not within one mile of a RMS in the northwest and southeast areas

Note: Refer to red text in cell J-64 -- strange that they excluded wells from being part of their Representative Monitoring Network based on wells being shallow and near surface water sources.

View Map Here: https://drive.google.com/drive/u/1/folders/1K1qjlw1iWkH4nRCOc9wdLlpmsGRmZQ7m
"
ISW/GDE,,,Environment,1,Does the GSP include a plan to identify and fill shallow monitoring well data gaps around GDEs and ISWs in the monitoring network?,"No plan in place to identify and fill shallow well data gaps around GDEs and ISWs; no potential plan
  = no
Mention of shallow monitoring data gap and need to fill but no detailed plan in monitoring network or PMAs; contradictory statements in different sections; potential PMA; City is handling it = somewhat
GSP has a clear plan to fill spatial and/or temporal data gaps with regards to GDEs and ISWs in monitoring network section or PMAs
. = yes","shallow monitoring well, data gap, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE ",Somewhat,"Data gaps will be filled based on available funding and level of need and may be filled over the full implementation period of the GSP. Available grants and technical assistance will be sought to fill data gaps to limit the local financial burden to the District. These grants may include Technical Support Services and grant opportunities administered by DWR.

&& This project proposes to expand the well monitoring network to improve the understanding of the hydraulic conditions within the Basin. The use of multiple completion wells could meet this objective and reduce the number of locations required compared to installation of traditional wells. A multiple completion monitoring well with one or more shallow screen interval(s), or a separate shallow monitoring well, would help improve the understanding of stream-aquifer interaction and interbasin flows. Multi-completion well locations will be identified based on recommendations by a hydrogeologist with expertise in assessing surface water and groundwater interactions, with an emphasis on locations near streams. This is particularly important to be implementedadjacent to the gauge stations on Adobe Creek and Kelsey Creek, As of November 2021, the GSA is in the process of applying for DWR Technical Support Services (TSS) to install at least one multiple-completion monitoring well. The GSA, in coordination with hydrogeology experts and the GSPAC, is currently in the process of choosing the location, and the well(s) is (are) planned to be installed in 2022, pending DWR funding approval.","Page 3-18 / 3.5.7

Page 5-5 / 5.3.1","1. Is there a plan to fill shallow groundwater wells in the monitoring network section? somewhat - plan to apply for grants to fill data gaps
2.And/OR is there a plan to fill shallow groundwater wells in the PMA section? somewhat - there is a tentative plan in place to expand the monitroing network to better understand iSWs, but no solid funding or plans yet"
ISW/GDE,,,Environment,2,Does the GSP include any plans to incorporate GDE-related biological monitoring into the monitoring network?,"No plan or mention of biological monitoring 
  = no
Some coordination with other agencies; Mention of the possibility of future biological monitoring/surveys = somewhat
Clear plans for biological monitoring are described; Remote sensing; field surveys, etc. = yes","GDE Pulse, NDVI, normalized difference vegetation index, biologic*, survey, vegetation, fish",No,Further field studies and data collection is needed to provide confidence to correlations and impacts from non-sustainable groundwater management.,Page 2-108 / 2.2.3.4,"1. Is there a plan in place for biological monitoring, including but not limited to field surveys, remote sensing (NDMI, NDVI), aerial photographs? no - the plan mentions the need to filed sutdies and data collection to better understand groundwater conditions on the treatened hitch species, yet there are no plans for surveys or field visits"
WQ,PROJECTS & MANAGEMENT ACTIONS,,Environment,2,Does the GSP include any recharge projects with explicit benefits to the environment?,"NO = no recharge & no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to environment generally &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","recharge, managed aquifer recharge, MAR, multi-benefit recharge",No,"5.4.4 Investigate Recharge Locations and Benefits 
Recharge projects can offer multiple benefits such as increase groundwater supplies, provide habitat to wildlife, and add recreation space. This project would investigate the feasibility of recharge locations in Big Valley Basin, with a goal to improve water supply reliability and water management. Feasibility includes analyzing the physical basin characteristics, potential impacts to nearby domestic and municipal wells, developing cost estimates, and identifying benefits. The project would place an emphasis on protecting and benefiting domestic and municipal wells.The objective of this project is to improve water supply reliability and water management. This project could include two phases: 1) The Soil Agricultural Groundwater Banking Index (SAGBI) database review and potential impacts analysis; and 2) site-specific infiltration tests. The GSA would lead this investigation, with support from other agencies as needed. The investigation could include analysis of the physical basin characteristics; analysis of potential 638 impacts to nearby domestic and municipal wells; and identification of multi-benefit features to consider. The project would place an emphasis on protecting and benefiting domestic and municipal wells.
&&&
5.4.2 Rehabilitate Kelsey Creek Detention Structure 
The Kelsey Creek Detention Structure is a key piece of groundwater management infrastructure. The purpose of the project is to ensure the continued use of Kelsey Creek Detention Structure for groundwater recharge.","Page 5-20 / 5.4.4
Page 5-19 / 5.4.2","1. Are there projects that involve groundwater recharge? No
2. Do those projects list explicit benefits to the environment? If they find a location for recharge they will also have benefits for habitat
3. Are the projects new, on-going or proposed?
4. Are the projects implemented by the GSP or others? 
5. If others, is the GSP coordinating with the others in implementation?
They have projects to investigate recharge locations, "
WQ,,,Environment,2,"Does the GSP include any habitat or stream restoration or invasive species removal projects (e.g., to improve water supply in the basin or GDE habitats)?",NO = on-going project without coordination. SOMEWHAT = on-going project with coordination &/or proposed project;  YES = the GSPs implementing;,"invasive species, habitat",Somewhat,"5.5.1 Re-establish Wetlands and Riparian Habitats 
Big Valley Basin contains some of the largest remaining wetland along Clear Lake and its tributaries. Since a majority of this land is privately held, organizations such as Lake County Land Trust (LCLT), The Nature Conservancy (TNC), The Chi Council, and the Big Valley Rancheria Band of Pomo Indians are interested in working with landowners to restore and preserve these lands. LCLT’s work involves fee title purchase or conservation easements with the purpose of conserving and improving this vital habitat and water resource for the wildlife and environmental, scenic, cultural, and historic values of the area. TNC is interested in partnering with growers for on-farm, multi benefit groundwater recharge program that provides critical wetland habitat for migratory birds. The proposed program would use surface water supplies to flood and maintain shallow ponds on fallow or dormant fields using existing diversion, conveyance, and on-farm infrastructure. The flooded fields would provide migratory habitat as well as groundwater recharge benefits. Reestablishment of wetlands and riparian habitats is of interest to the GSA, given its relationship to interconnected surface water, groundwater levels, and groundwater dependent ecosystems. Where possible, both legally and financially, the GSA may choose to support and/or coordinate on these activities.
&&&
5.5.3 Conduct Study on Hitch Migratory Habitat Restoration 
The Clear Lake hitch migrate and spawn in Adobe and Kelsey Creek in mid-February through May, occasionally into June, each year. Substantial discussion of potential impacts to stream conditions, and thus also hitch migratory and spawning habitat, has occurred throughout GSP development. The objective of the project is to better understand how streamflow conditions impact hitch spawning and migration and protect hitch habitat. Two potential activities that could improve understanding of impacts to hitch habitat are described below. Note, this project all ties into Tier 1B (i.e., Improve Understanding of Interconnected Surface Water).","Page 5-22 / 5.5.1
Page 5-23 / 5.5.3","If yes to projects:
1. Are the projects new, on-going or proposed? SInce it's in beginning stages the implementation is not clear
2. Are the projects implemented by the GSP or others? others and GSA
3. If others, is the GSP coordinating with the others in implementation? they mention they will cordinate not clear on how
"
