Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11
RMS/Maps,,,DACs / Tribes / Drinking Water Users,1,"Do the Representative Monitoring Sites (RMS) in the monitoring network adequately represent shallow groundwater elevations around DACs, domestic wells, and Tribes (In the case of data gaps, evaluate proposed monitoring sites). In the notes, please specify any deficiencies in the distribution of representative monitoring sites (RMS). Yes = existing and proposed monitoring wells are adequately distributed across DAC, drinking wells, and tribal areas; Somewhat = existing and proposed RMS do not adequately cover DAC, drinking wells, and tribal portions of the basin; No = Existing and proposed RMS are not available within DAC, drinking wells, and tribal areas.","NO = RMS are not located within a mile of any DACs, domestic wells, or tribes
Somewhat = RMS are within one mile of at least one DAC, domestic well or tribe
Yes = RMS are within one mile of ALL DAC, domestic and tribal communities within the basin boundary
","shallow monitoring well, data gap, disadvantaged communit*, DAC, tribal, tribe",Somewhat,"A subset of the wells in the existing groundwater-level monitoring well network was selected to serve as RMPs for the Enterprise Subbasin GSP. Table 5-1 lists information for the existing groundwater-level monitoring wells, including location type, period of record, total well depth, and whether the well has been retained as an RMP. The representative monitoring network incorporates 9 of the 15 wells or well completions (in the case of multi-level wells or well clusters) in the existing monitoring network. Six of the wells or well completions have been omitted. Where well clusters or multi-completion wells exist, the shallowest well completion was deemed applicable to most beneficial users in the subbasin and was selected as the RMP for that geographic location. Selection of one completion per cluster is considered appropriate because the principal aquifer is a “leaky aquifer system” in which the water table reflects subbasin conditions. The position of the water table is also more applicable to assessment of groundwater in storage and groundwater/surface-water interaction, as compared with groundwater conditions at greater depths.","Page 5-2  / 5.3.2

Figure 5-1","1. How were Elevation RMS listed? (CASGEM ID, lat/long, described) Well name, Table 5-1 section 5.3.2
2. How many Elevation RMS were we able to map? (all, some, none) All except EAGSA-MW01
3. Of those mapped, was there a well within 1 mile of DACs? Very minimal representation of DACs from elevation RMS. Area right of Redding is biggest DAC not represented. 
4.Of those mapped, was there a well within 1 mile of Tribes? N/A
5. Of those mapped, was there a well within 1 mile of domestic wells? There are 4 areas with very high density of drinking water wells that are not within 1 mile of Elevation RMS. 

Overall Elevation RMS don't represent drinking water and DACs very well. 

View Map Here: https://drive.google.com/drive/u/1/folders/1x70OrsI6GKb6t9amA2jJxxFgXYDEoyy2



"
ISW/GDE,,,Environment,1,Does the GSP include a plan to identify and fill shallow monitoring well data gaps around GDEs and ISWs in the monitoring network?,"No plan in place to identify and fill shallow well data gaps around GDEs and ISWs; no potential plan
  = no
Mention of shallow monitoring data gap and need to fill but no detailed plan in monitoring network or PMAs; contradictory statements in different sections; potential PMA; City is handling it = somewhat
GSP has a clear plan to fill spatial and/or temporal data gaps with regards to GDEs and ISWs in monitoring network section or PMAs
. = yes","shallow monitoring well, data gap, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE ",No,"The ability to improve the monitoring network and fill data gaps will be evaluated and addressed during GSP implementation as grant funding becomes available.

&& As discussed in Chapter 5, data gaps associated with groundwater levels in the Enterprise Subbasin include the following:  As listed in Table 5-1, 8 of the 15 well completions in the groundwater-level monitoring network are residential, irrigation, industrial, or unknown well types. Including such well types in the network could result in lack of reliable access to measure static (nonpumping) groundwater levels. DWR’s BMP for Monitoring Networks and Identification of Data Gaps (DWR, 2016c) indicates that such well types can be used temporarily until either dedicated monitoring wells can be installed or an existing well can be identified that meets the criterion of being a dedicated monitoring well.  There is a limited number of shallow monitoring wells near GDEs to assess impacts on these beneficial users.  As shown on Figure 5-1, relatively large areas of the Enterprise Subbasin lack groundwater-level monitoring wells, particularly in the northern and western portions of the subbasin.  Some wells lack well completion information (e.g., screen intervals). As described in Chapter 5, there is limited ability to fund improvements to the monitoring networks in the Enterprise Subbasin. The EAGSA will look for opportunities to fill data gaps as funding resources become available (such as through the DWR Technical Support Services grants). Such activities may include installation of new monitoring wells, video logging of wells with unknown or uncertain well construction, or expansion of the monitoring network by seeking permission to monitor additional 161 private wells in the areas listed above.",Page 5-4 / 5.3.6,"1. Is there a plan to fill shallow groundwater wells in the monitoring network section? no
2.And/OR is there a plan to fill shallow groundwater wells in the PMA section? no"
ISW/GDE,,,Environment,2,Does the GSP include any plans to incorporate GDE-related biological monitoring into the monitoring network?,"No plan or mention of biological monitoring 
  = no
Some coordination with other agencies; Mention of the possibility of future biological monitoring/surveys = somewhat
Clear plans for biological monitoring are described; Remote sensing; field surveys, etc. = yes","GDE Pulse, NDVI, normalized difference vegetation index, biologic*, survey, vegetation, fish",No,,,"1. Is there a plan in place for biological monitoring, including but not limited to field surveys, remote sensing (NDMI, NDVI), aerial photographs? no"
WQ,PROJECTS & MANAGEMENT ACTIONS,,Environment,2,Does the GSP include any recharge projects with explicit benefits to the environment?,"NO = no recharge & no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to environment generally &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","recharge, managed aquifer recharge, MAR, multi-benefit recharge",Yes,"7.1.3 Storm Water Resources Plans
7.1.3.1 § 354.44 (b)(6) Description
several EAGSA member agencies have established storm water resources plans. The COR Public Works Department website15 describes the plan as follows: The Storm Water Resources Plan (SWRP) provides a watershed-based approach to storm water management, seeking to replicate natural hydrology and watershed processes. This improved management will be accomplished through the identification, benefit quantification, and prioritization of the following types of projects within the SWRP study area: green infrastructure, rainwater capture projects, and storm water treatment facilities. All projects selected will result in water supply, water quality, flood control, community, and/or environmental benefits to the City, therefore reducing demand on water supply, reducing pollutants of concern in water bodies, and/or restoring ecosystems.
SWRPs include projects such as use of low-impact design in construction (such as porous pavement), construction of detention ponds to promote infiltration of and natural filtration of surface-water runoff, and riparian habitat restoration. Other positive stormwater-related management actions include activities such as educational signage on walking trails, expanding public educational campaigns to disseminate best practices for activities such as auto cleaning, pet care, and landscaping, and providing a mechanism for the reporting of illicit discharges. These projects and management actions are aimed at increasing groundwater recharge by enhancing opportunities for infiltration, increasing groundwater levels, and
reducing depletions of interconnected surface water through riparian habitat restoration, and improving water quality through enhancing natural filtration.
","Page 7-5 / 7.1.3
Page 7-6 / 7.1.3.2","1. Are there projects that involve groundwater recharge? Yes
2. Do those projects list explicit benefits to the environment? Yes
3. Are the projects new, on-going or proposed? Ongoing
4. Are the projects implemented by the GSP or others? EAGSA
5. If others, is the GSP coordinating with the others in implementation?
"
WQ,,,Environment,2,"Does the GSP include any habitat or stream restoration or invasive species removal projects (e.g., to improve water supply in the basin or GDE habitats)?",NO = on-going project without coordination. SOMEWHAT = on-going project with coordination &/or proposed project;  YES = the GSPs implementing;,"invasive species, habitat",Yes,"7.1.3 Storm Water Resources Plans
7.1.3.1 § 354.44 (b)(6) Description
several EAGSA member agencies have established storm water resources plans. The COR Public Works Department website15 describes the plan as follows: The Storm Water Resources Plan (SWRP) provides a watershed-based approach to storm water management, seeking to replicate natural hydrology and watershed processes. This improved management will be accomplished through the identification, benefit quantification, and prioritization of the following types of projects within the SWRP study area: green infrastructure, rainwater capture projects, and storm water treatment facilities. All projects selected will result in water supply, water quality, flood control, community, and/or environmental benefits to the City, therefore reducing demand on water supply, reducing pollutants of concern in water bodies, and/or restoring ecosystems. SWRPs include projects such as use of low-impact design in construction (such as porous pavement), construction of detention ponds to promote infiltration of and natural filtration of surface-water runoff, and riparian habitat restoration. Other positive stormwater-related management actions include activities such as educational signage on walking trails, expanding public educational campaigns to disseminate best practices for activities such as auto cleaning, pet care, and landscaping, and providing a mechanism for the reporting of illicit discharges. These projects and management actions are aimed at increasing groundwater recharge by enhancing opportunities for infiltration, increasing groundwater levels, and reducing depletions of interconnected surface water through riparian habitat restoration, and improving water quality through enhancing natural filtration.
7.1.3.3 § 354.44 (b)(5) Expected Benefits and Benefit Evaluation
 Increasing opportunities for groundwater recharge via enhanced infiltration and restoring riparian habitat (potentially eradicating water consumption by invasive species) might result in benefits such as higher groundwater levels (which might reduce costs of groundwater pumping through decreased lift), increased  groundwater in storage, reduced depletions of interconnected surface water, improved water quality, and decreased potential for groundwater-pumping-induced land subsidence.
&&&
Interconnected surface water – Enhanced infiltration of surface water and precipitation will lead to higher groundwater levels and reduced changes to historical and current groundwater/surface-water interaction. Riparian restoration and improved surface-water quality might result in improved GDE health in the subbasins.",Page 7-5 / 7.1.3,"If yes to projects:
1. Are the projects new, on-going or proposed? Ongoing
2. Are the projects implemented by the GSP or others? EAGSA 
3. If others, is the GSP coordinating with the others in implementation?
"
WQ,,,All,1,"Does the GSP identify benefits or impacts of identified projects and management actions to key beneficial users such as GDEs, drinking water users, tribes, DACs?","NO = no mention of benefits, &/ on-going project without coordination beyond general mention of ""beneficial users"". SOMEWHAT = beneficial users explicilty identified, but impacts not well described or beneficial users explicilty identifed and described, but no PMAs with benefits to GDEs, drinking water users, tribes or DACs;  YES = beneficial users exlicitly idenfitied, impacts and benefits described and PMAs with benefits to GDEs, drinking water users, tribes and DACs.","beneficial users, environment, GDE, DAC, trib*",Yes,"7.1.3 Storm Water Resources Plans 7.1.3.1 § 354.44 (b)(6) 
Description several EAGSA member agencies have established storm water resources plans. The COR Public Works Department website15 describes the plan as follows: The Storm Water Resources Plan (SWRP) provides a watershed-based approach to storm water management, seeking to replicate natural hydrology and watershed processes. This improved management will be accomplished through the identification, benefit quantification, and prioritization of the following types of projects within the SWRP study area: green infrastructure, rainwater capture projects, and storm water treatment facilities. All projects selected will result in water supply, water quality, flood control, community, and/or environmental benefits to the City, therefore reducing demand on water supply, reducing pollutants of concern in water bodies, and/or restoring ecosystems. SWRPs include projects such as use of low-impact design in construction (such as porous pavement), construction of detention ponds to promote infiltration of and natural filtration of surface-water runoff, and riparian habitat restoration. Other positive stormwater-related management actions include activities such as educational signage on walking trails, expanding public educational campaigns to disseminate best practices for activities such as auto cleaning, pet care, and landscaping, and providing a mechanism for the reporting of illicit discharges. These projects and management actions are aimed at increasing groundwater recharge by enhancing opportunities for infiltration, increasing groundwater levels, and reducing depletions of interconnected surface water through riparian habitat restoration, and improving water quality through enhancing natural filtration. 7.1.3.3 § 354.44 (b)(5) Expected Benefits and Benefit Evaluation  Increasing opportunities for groundwater recharge via enhanced infiltration and restoring riparian habitat (potentially eradicating water consumption by invasive species) might result in benefits such as higher groundwater levels (which might reduce costs of groundwater pumping through decreased lift), increased groundwater in storage, reduced depletions of interconnected surface water, improved water quality, and decreased potential for groundwater-pumping-induced land subsidence.","Page 7-5 / 7.1.3
Page 7-6 / 7.1.3.2","1. Do they identify explicity beneficial users? yes
2. Do they describe the impact or benefit to the users identified? Yes GDE
3. Across all PMAs, do they include GDEs, drinking water users, Tribes and DACs? If yes, which? GDE
4. Are the projects proposed, ongoing? Ongoing
5. Are the projects implemented by GSA or others? EAGSA
"
Stakeholder & WQ,,,DACs,2,Does the GSP include any recharge projects with explicit benefits to DACs?,"NO = no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to beneficial users broadly &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","recharge, managed aquifer recharge, MAR",No,"7.1.3 Storm Water Resources Plans 7.1.3.1 § 354.44 (b)(6) Description several EAGSA member agencies have established storm water resources plans. The COR Public Works Department website15 describes the plan as follows: The Storm Water Resources Plan (SWRP) provides a watershed-based approach to storm water management, seeking to replicate natural hydrology and watershed processes. This improved management will be accomplished through the identification, benefit quantification, and prioritization of the following types of projects within the SWRP study area: green infrastructure, rainwater capture projects, and storm water treatment facilities. All projects selected will result in water supply, water quality, flood control, community, and/or environmental benefits to the City, therefore reducing demand on water supply, reducing pollutants of concern in water bodies, and/or restoring ecosystems. SWRPs include projects such as use of low-impact design in construction (such as porous pavement), construction of detention ponds to promote infiltration of and natural filtration of surface-water runoff, and riparian habitat restoration. Other positive stormwater-related management actions include activities such as educational signage on walking trails, expanding public educational campaigns to disseminate best practices for activities such as auto cleaning, pet care, and landscaping, and providing a mechanism for the reporting of illicit discharges. These projects and management actions are aimed at increasing groundwater recharge by enhancing opportunities for infiltration, increasing groundwater levels, and reducing depletions of interconnected surface water through riparian habitat restoration, and improving water quality through enhancing natural filtration. 7.1.3.3 § 354.44 (b)(5) Expected Benefits and Benefit Evaluation  Increasing opportunities for groundwater recharge via enhanced infiltration and restoring riparian habitat (potentially eradicating water consumption by invasive species) might result in benefits such as higher groundwater levels (which might reduce costs of groundwater pumping through decreased lift), increased groundwater in storage, reduced depletions of interconnected surface water, improved water quality, and decreased potential for groundwater-pumping-induced land subsidence.",Page 7-5 / 7.1.3,"1. Are there projects that involve groundwater recharge? Yes
2. Do those projects list explicit benefits to the DAC? No
3. Are the projects new, on-going or proposed? Ongoing
4. Are the projects implemented by the GSP or others? EAGSA
5. If others, is the GSP coordinating with the others in implementation?
"
WQ,,,DACs / Drinking Water,,Does the GSP include a drinking water well mitigation program to avoid significiant and unreasonable loss of drinking water?,"NO: No well mitigation program SOMEWHAT: well mitigation program, but not explicitly for drinking water users and DACs &/ proposed or on-going with coordination YES: well mitigation program for drinking water users and DACs","drinking water, well mitigation program",No,,,"1. Is there a well mitigation program?
2. Is the program new, on-going or proposed?
3. Is the well mitigation program explicitly for drinking water users and DACs?

"
WQ,,,DACs,1,Does the GSP identify potential impacts to water quality from Projects and Management Actions?,"NO = no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to beneficial users broadly &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to DACs & the GSPs implementing;","water quality, disadvantaged communit*, DAC",Somewhat,"7.1.3 Storm Water Resources Plans
7.1.3.1 § 354.44 (b)(6) Description
several EAGSA member agencies have established storm water resources plans. The COR Public Works Department website15 describes the plan as follows: The Storm Water Resources Plan (SWRP) provides a watershed-based approach to storm water management, seeking to replicate natural hydrology and watershed processes. This improved management will be accomplished through the identification, benefit quantification, and prioritization of the following types of projects within the SWRP study area: green infrastructure, rainwater capture projects, and storm water treatment facilities. All projects selected will result in water supply, water quality, flood control, community, and/or environmental benefits to the City, therefore reducing demand on water supply, reducing pollutants of concern in water bodies, and/or restoring ecosystems.
SWRPs include projects such as use of low-impact design in construction (such as porous pavement), construction of detention ponds to promote infiltration of and natural filtration of surface-water runoff, and riparian habitat restoration. Other positive stormwater-related management actions include activities such as educational signage on walking trails, expanding public educational campaigns to disseminate best practices for activities such as auto cleaning, pet care, and landscaping, and providing a mechanism for the reporting of illicit discharges. These projects and management actions are aimed at increasing groundwater recharge by enhancing opportunities for infiltration, increasing groundwater levels, and
reducing depletions of interconnected surface water through riparian habitat restoration, and improving water quality through enhancing natural filtration.
",Page 7-5 / 7.1.3,"1. Do those projects list potential impacts to water quality? Yes
2. Do those Projects list potential impacts to DAC? No
3. Are the projects new, on-going or proposed? Ongoing
4. Are the projects implemented by the GSP or others? EAGSA
5. If others, is the GSP coordinating with the others in implementation?
"
CC/Other,OTHER,,,,Does the GSP have plans to use Open ET to monitor groundwater extractions from agriculture?,"No: Open ET not mentioned in GSP
Somewhat: Satellite based evapotranspiration used in analysis and monitoring for future groundwater extractions from agriculture
Yes: Open ET identified as a resource that will be used for monitoring future extractions from agriculture",OpenET,No,,,
CC/Other,,,,,Does the GSP have plans to install meters on wells in the basin?,"No: No mention of installing meters on wells or mentions meters as a DWR recommendation but no plans to install
Somewhat: Mentions potential plans for installing meters in event of exceedance, or identifies need for meters but no details of plans for installation
Yes: Describes plans for installing meters in detail as a planned project  ",meters,No,"Many water purveyors within the RAGB supply groundwater to customers throughout the region. Major water purveyor pumping wells are metered; therefore, pumped volumes over the historical simulation period of the EAGSA Model are available.
&&
In addition to demand management strategies aimed at reducing customer water consumption, many EAGSA member agencies also employ systemwide metering to help identify and repair system losses.","Page 3-18 /3.7.1.6
Page 7-4 / 7.1.1.1","Some metering is already occurring, but the first table in Appendix C-2 explicitly states that private wells will not be required to have meters. There are no other references to requiring new meters in the basin."
CC/Other,,,,,"Does the GSP have plans to implement demand reduction (e.g., pumping cuts) in the basin?","No:  Demand reduction not mentioned 
Somewhat: Mentions potential plans for demand reduction in event of exceedance, or future potential PMAs of demand reduction
Yes: Planned PMAs of demand reduction are described","demand, demand reduction, pumping cuts, demand management",Yes,"EAGSA member agencies have established programs and protocols to promote water conservation and water use efficiency. Specific demand management strategies vary slightly among member agencies. In general, the first management action taken by all member agencies is education and public outreach. This includes posting information regarding current climatic and water supply conditions to the individual agency websites. For example, when drought conditions have been judged to be present by State and federal government agencies, EAGSA member agencies post the drought notifications to their websites for customer information purposes. Agencies might provide additional information such as indoor and outdoor water conservation tips, recommendations for drought-tolerant landscaping, recommendation for replacing inefficient irrigation systems with more efficient automated drip and micro-sprayer irrigation systems, and recommendations for retrofitting existing plumbing fixtures with higher-efficiency fixtures. Member agencies might provide such information to customers via targeted mailings, newsletters or inserts with billing statements, or via newscasts. Along with education, EAGSA member agencies request that customers engage in voluntary water rationing. This includes implementing water conservation measures such as turning off faucets when washing dishes, only running appliances when they are full, fixing slow leaks in plumbing systems, and reducing shower durations. Most member agencies provide customer assistance with water conservation tips and offer water use audits and leak detection assistance. All of these actions lead to reduced overall water demand, and in times of water scarcity, reduce the volume of groundwater pumping from the subbasins, leading to more sustainable conditions. Reductions in groundwater pumping lead to higher groundwater levels, a greater volume of groundwater in storage, and reduced depletion of interconnected surface-water flows.
&&
By reducing water demand, particularly during periods of surface-water shortages, the need to increase groundwater pumping is offset. Reduced groundwater pumping, depending on the geographic location, results in benefits such as higher groundwater levels (which might reduce costs of groundwater pumping through decreased lift), increased groundwater in storage, reduced depletions of interconnected surface water, and decreased potential for groundwater-pumping-induced land subsidence. The benefits of water conservation and demand management will be evaluated through ongoing data collection in the subbasins. These include evaluation of groundwater levels at wells included in the groundwater elevation monitoring network, assessment of streamflow at stream gauges in the subbasins, and evaluation of land subsidence through the InSAR datasets made available by DWR. The ability to make a direct correlation between water conservation measures and groundwater levels is unlikely because this is one of several activities that will be present in the subbasins during GSP implementation.","Page 7-3 / 7.1.1.1
Page 7-4 / 7.1.1.3",
CC/Other,,,,,"Does the GSP have plans to implement supply augmentation (e.g., recharge projects, desalinating brackish groundwater) in the basin to achieve sustainability?","No: No plans in place for supply augmentation
Somewhat: Potential projects or evaluations of feasibility to implement supply augmentation mentioned
Yes: Planned supply augmentation described in detail to achieve sustainability","recharge, managed aquifer recharge, MAR, desalin*, brackish groundwater",Yes,"By exercising flexibility in water supplies, the need to increase groundwater pumping is offset. Reduced groundwater pumping, depending on the geographic location, results in benefits such as higher groundwater levels (which might reduce costs of groundwater pumping through decreased lift), increased groundwater in storage, reduced depletions of interconnected surface water, and decreased potential for groundwater-pumping-induced land subsidence.
&&
Increasing opportunities for groundwater recharge via enhanced infiltration and restoring riparian habitat (potentially eradicating water consumption by invasive species) might result in benefits such as higher groundwater levels (which might reduce costs of groundwater pumping through decreased lift), increased groundwater in storage, reduced depletions of interconnected surface water, improved water quality, and decreased potential for groundwater-pumping-induced land subsidence.","Page 7-5  / 7.1.2.3
Page 7-6 / 7.1.3.3",
CC/Other,,,,,"Do they evaluate whether Project and Management Actions close the gap for current and projected sustainable yield (e.g., overdraft as compared to the projected sustainable yield)? ","No: No mention of sustainable yield or overdraft, or closing the gap through PMAs
Somewhat: PMAs are described to close the gap but are future potential projects
Yes: Planned PMAs are identified as those that close the gap for projected sustainable yield and is demonstrated quantitatively","sustainable yield, overdraft, balance",Yes,"Undesirable results are currently not present in the Enterprise and Anderson Subbasins and are not anticipated to occur based on the Future Baseline Scenario (the EAGSA’s best estimate of future conditions); therefore, projects and management actions to achieve sustainability or to mitigate overdraft conditions (§ 354.44 (b)(2)) are not required at this time.
&&
By reducing water demand, particularly during periods of surface-water shortages, the need to increase groundwater pumping is offset. Reduced groundwater pumping, depending on the geographic location, results in benefits such as higher groundwater levels (which might reduce costs of groundwater pumping through decreased lift), increased groundwater in storage, reduced depletions of interconnected surface water, and decreased potential for groundwater-pumping-induced land subsidence. The benefits of water conservation and demand management will be evaluated through ongoing data collection in the subbasins. These include evaluation of groundwater levels at wells included in the groundwater elevation monitoring network, assessment of streamflow at stream gauges in the subbasins, and evaluation of land subsidence through the InSAR datasets made available by DWR. The ability to make a direct correlation between water conservation measures and groundwater levels is unlikely because this is one of several activities that will be present in the subbasins during GSP implementation.
&&
By exercising flexibility in water supplies, the need to increase groundwater pumping is offset. Reduced groundwater pumping, depending on the geographic location, results in benefits such as higher groundwater levels (which might reduce costs of groundwater pumping through decreased lift), increased groundwater in storage, reduced depletions of interconnected surface water, and decreased potential for groundwater-pumping-induced land subsidence.
&&
Increasing opportunities for groundwater recharge via enhanced infiltration and restoring riparian habitat (potentially eradicating water consumption by invasive species) might result in benefits such as higher groundwater levels (which might reduce costs of groundwater pumping through decreased lift), increased groundwater in storage, reduced depletions of interconnected surface water, improved water quality, and decreased potential for groundwater-pumping-induced land subsidence.
","Page 7-1 / 7.
Page 7-4 / 7.1.1.3
Page 7-5  / 7.1.2.3
Page 7-6 / 7.1.3.3","Benefits of PMAs are not quantified, but the GSP states that the continued implementation of each will help avoid undesirable results (specifically listed) and maintain sustainability within the basin."
CC/Other,,,,,Does the GSP reference / propose any new water markets in the basin?,"No: No new water markets referenced or proposed
Somewhat: no somewhat for this question
Yes: New water markets are referenced or proposed",water market,No,"Section 18.08 of the Codification of the General Ordinances of Shasta County, California (Municode, 2020) specifies that:
It is unlawful to extract groundwater underlying lands in Shasta County for export of that groundwater, either directly or indirectly, without first obtaining a permit as provided in this chapter. For purposes ofnthis section, the extraction of groundwater to replace a surface water supply which has been, is being, or will be exported for commercial purposes shall be considered an extraction of groundwater that is subject to this chapter.
 The general ordinances further describe exclusions to the permit process (such as to prevent flooding) and the procedures for filing and processing a groundwater export permit (such as conducting environmental review required under the California Environmental Quality Act). The ordinance states that:
The permit may only be granted if there is a majority of the total membership of the commission present at the required public meeting and a majority of the total membership of the commission finds that the proposed groundwater extraction will not have significant detrimental impacts on the affected groundwater basin by determining that:
A. The proposed extraction will not cause or increase an overdraft of the groundwater underlying the county;
B. The proposed extraction will not adversely affect the long-term ability for storage or transmission of groundwater within the aquifer;
C. The proposed extraction will not exceed the annual yield of the groundwater underlying the county and will not otherwise operate to the injury of the reasonable and beneficial uses of overlying groundwater users;
D. The proposed extraction will not result in an injury to a water replenishment, storage or restoration project operating in accordance with statutory authorization;
E. The proposed extraction is in compliance with Water Code Section 1220; and
F. The proposed extraction will not be otherwise detrimental to the health, safety and welfare of property owners overlying or in the vicinity of the proposed extraction site(s).
&&
In addition to conjunctive water management, some EAGSA member agencies have entered into in-basin water transfer agreements. In-basin water transfers are an important water management tool for the subbasins and are used to augment supply and partially offset the impacts of drought, regulatory requirements, and other water shortages. When such transfers are executed, the receiving water purveyor increases their surface water diversions 175 while the transferring agency reduces diversions by an equal amount. Another potential mechanism for member agencies to share water supplies is through interties between water systems. Currently, water system interties are contractually restricted to emergency use.","Page 2-11 / 2.13.1
Page 7-4 / 7.1.2.1","Export market already exists in the basin, requiring permits. Additionally, there is a water-transfer system in place to allow for water use by multiple users to continue without increasing pumping. No new water markets are proposed"
CC/Other,,,,,"Does the GSP identify the potential impact of climate change on obtaining/crossing thresholds for Sustainable Management Criteria (e.g., as a driver of undesirable result or potential reason for crossing a minimum threshold)?","No: No impacts from climate change referenced in SMC
Somewhat: References climate change impacts but does not identify as a reason for crossing thresholds
Yes: Explicitly identifies climate change as a reason for obtaining/crossing thresholds for SMC",climate change,Yes,"Significant and unreasonable lowering of groundwater levels in the Enterprise Subbasin is highly unlikely. However, if such conditions were to occur, they would more likely result from increased groundwater pumping due to unforeseen factors, such as unexpected population growth, substantial changes in land use, greater-than-anticipated surface-water curtailments, or climatic conditions more severe than those considered in the Future Baseline and Increased Groundwater Use Scenarios.
&&
Because groundwater levels serve as a proxy for the reduction in groundwater storage sustainability indicator, the identification of undesirable results, potential causes of undesirable results, and effects on beneficial users are the same as those described for the chronic lowering of groundwater levels sustainability indicator (Section 6.3.3).","Page 6-14 / 6.3.2.4
Page 6-17 / 6.3.3.5","Climate changed identified as a potential driver for lowering of GW levels and depletion of GW storage. GSP uses the wording 'climatic conditions more severe..."", implying climate change conditions of a greater intensity than projected."
CC/Other,,,,,"Does the GSP includes details on coordination with water quality control programs (e.g., Regional Water Quality Control Board, CV-Salts)?","No: No mention of RWQCB or it is mentioned but coordination not discussed at all
Somewhat: Recognizes RWQCB as interested party or stakeholder but details of coordination not included
Yes: Coordination between RWQCB and GSA are clearly defined","Regional Water Quality Control Board (RWQCB), CV-Salts",Somewhat,"The Sacramento Watershed Coordinated Monitoring Program (included in the surface-water ambient monitoring program) is a coordinated effort between DWR and Central Valley RWQCB to monitor ambient surface water quality at locations on the Sacramento River and at the lower reaches of tributaries to the Sacramento River (SRWP, 2020). The locations extend from north of Lake Shasta to as far south as Verona, California, and include one location in the southern portion of the Enterprise Subbasin: Cow Creek near the town of Millville. The program was initiated in November 2008 and has since engaged in quarterly
&&
The Porter-Cologne Water Quality Control Act (Porter-Cologne Act) established surface water and groundwater quality regulations that set limits on water quality constituents for the purpose of protecting beneficial uses6 and provided the authority for SWRCB to protect the state’s surface water and groundwater. The nine RWQCBs were established to oversee and implement specific water quality activities in their geographic jurisdictions. The Porter-Cologne Act requires the RWQCBs to establish water quality objectives while acknowledging that water quality may change without unreasonably affecting beneficial uses. Therefore, water quality objectives are references, as opposed to rules, for meeting federal and state requirements for water quality control.","Page 2-6 / 2.8.2
Page 2-12 / 2.13.4","RWQCB acknowledged as an authority on water quality, but coordination between RWQCB and GSA not discussed."
CC/Other,,,,,"How many PMAs are there (total #, including tiers)?","No spectrum, just # of PMAs",,6,,,
CC/Other,,,,,"Are the PMAs all planned projects?  If not, please elaborate whether projects are proposed and how many are proposed versus planned?","no = all proposed
somewhat = mix of planned and proposed
yes = all planned",,Somewhat,,,"3 ongoing/planned, 3 proposed"
