Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11
Sara,,Minimum Thresholds,All,2,Does the GSP establish Water Quality minimum thresholds and measurable objectives for the identified constituents/contaminents identified in the plan area (see line 24)? Please identify which constituents have Minimum Thresholds and Measurable Objectives in the Notes.,No - none Somewhat - only some COCs Yes - both,"minimum threshold, water quality, groundwater quality, contaminent, constituent of concern, COC",Somewhat,"15.4.1. Minimum Threshold Development
Constituents of Concern
The powers granted to the GSAs to effect sustainable groundwater management under SGMA generally revolve around managing the quantity, location, and timing of groundwater pumping. SGMA does not empower GSAs to develop or enforce water quality standards; that authority rests with the State Water Resources Control Board (SWRCB) Division of Drinking Water. Because of the limited purview of GSAs with respect to water quality, and the rightful emphasis on those constituents that may affect the supply and beneficial uses of groundwater on a regional basis (see discussion in Section 14.4 Undesirable Results for Degraded Water Quality), SMCs for water quality in the Basin are only developed at the designated RMWWQs for three constituents of regional importance: arsenic, nitrate and total dissolved solids (TDS).
As described in Section 9.4 Groundwater Quality Concerns, arsenic and nitrate have been identified as COCs in the Basin groundwater that can pose risks to human health at elevated concentrations. As such, these constituents have been assigned Primary Maximum Contaminant Levels (MCLs) and are regulated by the SWRCB in public drinking water systems. Additionally, TDS has been identified as a COC in the Basin. Although TDS is not considered to be a constituent with risk to human health, it can serve as an indication of general water quality, specifically aesthetic characteristic (i.e., taste, odor, color, etc.) (Hem, 1970), and is regulated in by SWRCB in public drinking water systems with a Secondary MCL. As described in Section 9.4 Groundwater Quality Concerns, certain other constituents with Secondary MCLs (including chloride, sulfate, iron and magnesium) have been measured in wells in the Basin at concentrations exceeding their respective Secondary MCLs. Since these constituents do not pose risks to human health, and because monitoring TDS serves as an indicator of general drinking water quality, SMCs were not developed for these other constituents. However, they will continue to be monitored, along with TDS, arsenic, and nitrate, as part of the existing monitoring programs, and the GSAs may re-evaluate SMCs for these or other constituents or at additional well locations in the future if analysis of monitoring data suggests the need to do so.","Page 207 / 15.4.1
Table SMC-6","1. Are MT and MO set for COCs? Yes
2. Do they set MT and MO for all COCs? No, only for Arsenic, Nitrate and TDS/ Since the other COC's don't impose risk to human health they haven't set Mt for the rest."
Sara ,,,All,2,"Are Water Quality minimum thresholds based on or within the Maximum Contaminent levels (MCLs)? Answer Yes = for identified constituents; Somewhat = for some of the identified constituents; No = none of the identified constituents; Not Applicable should never be an answer for this question. Note: Secondary MCLs are ok for TDS, sulfate, chloride, manganese, iron.",No - none Somewhat - only some COCs Yes - both,"maximum contaminent level, MCL, minimum threshold, water quality, groundwater quality, contaminent, constituent of concern, COC",Yes,"As described in Section 9.4 Groundwater Quality Concerns, arsenic and nitrate have been identified as COCs in the Basin groundwater that can pose risks to human health at elevated concentrations. As such, these constituents have been assigned Primary Maximum Contaminant Levels (MCLs) and are regulated by the SWRCB in public drinking water systems. Additionally, TDS has been identified as a COC in the Basin. Although TDS is not considered to be a constituent with risk to human health, it can serve as an indication of general water quality, specifically aesthetic characteristic (i.e., taste, odor, color, etc.) (Hem, 1970), and is regulated in by SWRCB in public drinking water systems with a Secondary MCL. As described in Section 9.4 Groundwater Quality Concerns, certain other constituents with Secondary MCLs (including chloride, sulfate, iron and magnesium) have been measured in wells in the Basin at concentrations exceeding their respective Secondary MCLs. Since these constituents do not pose risks to human health, and because monitoring TDS serves as an indicator of general drinking water quality, SMCs were not developed for these other constituents. However, they will continue to be monitored, along with TDS, arsenic, and nitrate, as part of the existing monitoring programs, and the GSAs may re-evaluate SMCs for these or other constituents or at additional well locations in the future if analysis of monitoring data suggests the need to do so.&&&
According to Title 22 California Code of Regulations (CCR) Article 18 § 64465, the primary MCLs for arsenic and nitrate are 10 micrograms per liter (μg/L) and 10 milligrams of nitrogen per liter (mg/L) respectively, and the “upper limit” Secondary MCL for TDS is 1,000 mg/L.","Page 207 / 15.4.1
Table SMC-6","1. Are MT set at MCL level for COCs? Yes
2. Are all MT set at MCL level? Yes/ They have set NItrate and arsenic to MCL level and TDS to SMCL level

"
Sara,,,Drinking Water Users,1,"Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevation and water quality minimum thresholds on drinking water users (e.g., domestic wells, municipal water suppliers)? ",NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, drinking water users, domestic, domestic wells, groundwater levels, water quality, groundwater quality",Somewhat,"15.1.2. Domestic Well Impact Analysis
By design, the RMW-WLs were chosen to be representative of groundwater levels in their portion of the Principal Aquifer as discussed in Section 17.1.1 Monitoring Network for Chronic Lowering of Groundwater Levels. As shown in Figure SMC-2, water level changes observed in an RMW-WL would also be expected to occur at nearby wells and potential impacts to those wells (e.g., dewatering) could occur depending on the levels and the well construction details. Because domestic wells are greatest in number and generally shallowest in depth, a domestic well impact analysis was conducted to evaluate the potential for well dewatering that could occur at the chosen MTs to ensure that conditions associated with the MTs would not constitute significant and unreasonable effects to this sensitive beneficial user. As discussed previously, environmental beneficial users and uses are addressed in Section 14.6 Undesirable Results for Depletions of Interconnected Surface Water which addresses shallow groundwater conditions in the Basin. The well impact analysis relied on well construction information from the Department of Water Resources (DWR’s) Online System of Well Completion Reports (OSWCR) database. Well location information in the OSWCR database is limited to the square-mile section of the Public Land Survey System (PLSS) in which the well is reportedly located. Hence, the primary assumption underpinning the well impact analysis is that groundwater levels in each PLSS section are equivalent to the groundwater level MT at the nearest RMW-WL. The analysis was conducted in two steps: first, determine the depth to groundwater at each PLSS section based on the groundwater level MT at the nearest RMW-WL, and then determine the total number and location of fully and partially dewatered domestic wells in each section. Determine the Depth to Groundwater from the Groundwater Level MT The depth to groundwater in each PLSS section within the Basin was determined first by assuming the groundwater level was equal to the MT at the nearest RMW-WL as follows. 1. Determine the nearest RMW-WL based on the linear distance between the well and centroid of the PLSS sections. 2. Determine the elevation of the PLSS section centroid based on GIS analysis of the Digital Elevation Model (DEM) raster data. 3. Convert the elevation of the groundwater level MT from feet above mean sea level (ft msl) to feet below ground surface (ft bgs) by subtracting the nearest RMW-WL’s MT elevation from the ground surface elevation. &&&
The domestic well impact analysis suggests that if water levels across the entire Basin reached the proposed MTs, approximately 83 domestic wells (3.5%) could be partially dewatered and 48 domestic wells (2.0%) could be completely dewatered. This condition represents a net increase above 2015 from 65 to 83 partially dewatered wells (a net increase of 18 wells), and 36 to 48 fully dewatered wells (a net increase of 12 wells). These limited projected incremental impacts are not considered to be “significant and unreasonable” since the number of completely and/or partially dewatered domestic wells is far below the 26% of wells that are likely to require replacement based on well age and lifespan alone. The Domestic Well Impact Analysis provides a baseline estimate of potential impacts to domestic wells, which the GSAs recognize can be refined by addressing several data gaps (e.g., well age and use, verification, and analysis of active wells, and so forth). Individual GSAs may consider the need for additional studies and possible measures (depending on need, funding availability and landowner support) as part of GSP implementation if negative effects to the wells are because of SGMA-related groundwater management activities.","Page 200 / 15.1.2
Table SMC-4
Page 202 / 15.1.2","1. Do they mention impact of groundwater elevation MT on drinking water users? Yes
2. Do they mention impact of water quality MT on drinking water users? No
3. Do they use quantitative data to describe the harm of crossing the MT? Only on GW elevation. This is the first GSP which has analyzed gw elevation on MT section for domestic water wells

"
Martha/Sara,,,DACs,1,Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevation and water quality minimum thresholds on DACs?,NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, DAC, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention impact of groundwater elevation MT on DACs? No
2. Do they mention impact of water quality MT on DACs? No
3. Do they use quantitative data to describe the harm to DACs of crossing the MT?

"
Martha/Sara,,,Tribes,1,"Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevetion, ISW and water quality minimum thresholds on Tribes? ",NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, DAC, tribal, tribe, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention impact of groundwater elevation MT on Tribes? No
2. Do they mention impact of water quality MT on Tribes? No
2. Do they mention impact of ISW MT on Tribes? No
4. Do they use quantitative data to describe the harm to DACs of crossing the MT?
"
Becky/Sara,,,Ecosystems,1,Does the GSP evaluate the cumulative or indirect impacts of proposed minimum thresholds for groundwater elevations and ISW on GDEs or environmental beneficial users of surface water?,NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, environmental beneficial user, instream, groundwater levels, water quality, groundwater quality, depletion of surface water ISW",Somewhat,"The Chronic Lowering of Groundwater Level and Depletion of Interconnected Surface Water MTs each employ a unique set of RMSs. However, in disconnected reaches (and GDE areas), the water levels in both RMW-ISW and RMW-WL are influenced mostly by recharge and pumping. Accordingly, the water levels in both sets of RMWs are expected to be somewhat correlated, and similarly protective. However, because the RMW-ISW tend to be located near surface water, which is a significant source of groundwater recharge, and are generally less deep than the RMW-WL, the water levels in the RMW-ISWs are not expected to decline below their respective MTs at the same rate as the RMW-WLs. In contrast, the water levels in the RMW-ISW near interconnected reaches are influenced by river stage, the exchange of surface and groundwater, recharge and pumping. As a result, the water levels in RMW-ISW can be poorly correlated with the water levels in RMW-WL, and the relationship between URs in the Depletion of Interconnected Surface Water and that of Chronic Lowering of Groundwater Level MTs is currently not well understood. These relationships, if any, can be explored using the improved data set generated by the Basin monitoring program that will be implemented by the GSP.","Figure SMC-7
Table SMC-7
Page 215 / 15.7","1. Do they mention impact of groundwater elevation MT on GDEs? No
2. Do they mention impact of ISW MT on GDEs? Just in Table SMC-7, Figure SMC-7
3. Do they use quantitative data to describe the harm of crossing each of the MT? No

The text I added is from Relationship between Minimum Thresholds and Other Sustainability Indicators

"
Sara,,Measurable Objectives,Drinking Water Users,2,Does the GSP consider Drinking Water Users when establishing water quality and groundwater elevation measurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"drinking water users, domestic, measurable objective, water quality, groundwater quality, contaminent, constituent of concern, COC",No,,,"1. Does the GSP mention Drinking Water Users for water quality MO? No
2. Does the GSP mention Drinking Water Users for groundwater elevation MO? No
3. Do they justify/evaluate the MOs based on Drinking Water users water needs?
"
Martha/Sara,,,DACs,2,Does the GSP consider DACs when establishing water quality and groundwater elevation measurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, disadvantaged communities, DAC",No,,,"1. Does the GSP mention DACs for groundwater elevation MO? No
2. Does the GSP mention DACs for ISW MO? No
3. Do they justify/evaluate the MOs based on DAC water needs?

"
Martha/Sara,,,Tribes,2,"Does the GSP consider Tribes when establishing water quality, ISW and groundwater elevation measurable objectives?",NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, tribal, tribes",No,,,"1. Does the GSP mention Tribes for ISW MO? No
2. Does the GSP mention Tribes for groundwater elevation MO? No
3. Does the GSP mention Tribes for ISW MO? No
4. Do they justify/evaluate the MOs based on Tribal water needs?

"
Becky/Sara,,,Ecosystems,2,Does the GSP consider GDEs when establishing ISW and groundwater elevationmeasurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, groundwater dependent ecosystems, environmental beneficial user",Somewhat,"16.6.1. Measurable Objectives for Depletion of Interconnected Surface Water
The MOs for Depletion of Interconnected Surface Water are based on measured or model-calculated groundwater levels in the nine Representative Monitoring Wells for Interconnected Surface Water (RMWISWs). The approach to calculate initial MO estimates for Depletions of Interconnected Surface Water were developed differently for surface water (disconnected and interconnected reaches) and groundwater dependent ecosystem (GDE) areas. • Disconnected Approach: The MO is set at the model-calculated Fall 2015 water level (same as the MO for Chronic Lowering of Groundwater Levels, but applied at shallow groundwater wells). • Interconnected Approach: The MO is calculated using the range in measured seasonal-low elevations over the period of record through 2015. Figure SMC-6 shows measured water levels in two monitoring wells located in the assumed interconnected reach (RMW-ISW2 and RMW-ISW3). At RMW-ISW2, the seasonal lows typically occur during late summer to mid-winter, depending on the year; the seasonal lows prior to 2016 range from about -6 feet mean sea level (ft msl) to approximately -9 ft msl (a net difference of 3 ft). Hence, this range is added to the RMW-ISW2’s MT (-6 ft) to obtain its MO of -3 ft msl. Similarly, at RMW-ISW3, the seasonal lows prior to 2016 range from about -10 ft msl to almost -16 ft msl (a net difference of 6 ft). Hence, this range is added to the RMW-ISW3’s MT (-10 ft) to obtain its MO of -4 ft msl. • Assumed GDE Approach: The MO is the model-calculated Fall 2015 water level, which is the same as the MO for Chronic Lowering of Groundwater Levels, but applied at shallow groundwater wells, and above the MT for all three wells. The Margin of Operational Flexibility within the Basin is the difference between the MT and the MO. The MOs and Margins of Operational Flexibility for the RMW-ISWs are shown in Table SMC-7 and Figure SMC- 11.",Page 220 / 16.6.1,"1. Does the GSP mention GDEs for ISW MO? Yes
2. Does the GSP mention GDEs for groundwater elevation MO? No
3. Do they justify/evaluate the MOs based on GDE water needs? No, They explanation is not clear.

"
Meagan,MONITORING NETWORK,,DACs / Tribes / Drinking Water Users,1,"Do the Representative Monitoring Sites (RMS) in the monitoring network adequately represent water quality conditions around DACs, domestic wells, and Tribes (In the case of data gaps, evaluate proposed monitoring sites)? In the notes, please specify whether RMS for each of the contaminents identified in the basin (see line 24). Answer Yes = existing and proposed monitoring wells are adequately distributed across DAC, domestic well, and Tribal areas; Somewhat = existing and proposed RMS do not adequately cover DAC, domestic well, and Tribal portions of the basin; No = Existing and proposed RMS are not available within DAC, domestic well, and Tribal areas.","NO = RMS are not located within one  mile of any DACs, domestic wells, or tribes
Somewhat = RMS are within one mile of at least one DAC, domestic well or tribe
Yes = RMS are within one mile of ALL DAC, domestic and tribal communities within the basin boundary
","water quality, contaminents, COC, data gap, disadvantaged communit*, DAC",Somewhat,"The Representative Monitoring Wells for Degraded Water Quality (RMW-WQ) include select PWS wells, including two wells from the City of Galt.

&&

The SMCs for Degraded Water Quality were set using data from 14 water quality monitoring wells (RMW- WQ). Arsenic and nitrate have been identified as COCs in the Basin groundwater and MTs were established as the Primary MCLs as set by the United States Environmental Protection Agency (USEPA) and established by the California State Water Resources Control Board’s (SWRCB) Division of Drinking Water. Additionally, TDS has been identified as COC, as it can serve as an indication of general water quality. The MT for TDS
was established as the “upper limit” Secondary MCL. The MO for arsenic is set at 80% of the MCL, the MO for nitrate is set at 80% of the MCL, which is also the Irrigated Lands Regulatory Program (ILRP) monitoring trigger, and the MO for TDS is set at the “recommended” Secondary MCL.","57 / 5.2.1 

&&

Page 26 / ES.8

Table MN-2 , Figure MN-2","1. How were WQ RMS listed? (CASGEM ID, lat/long, described) Lat/ Long
2. How many WQ RMS were we able to map? (all, some, none) All
3. Of those mapped, was there a well within 1 mile of DACs? 
4.Of those mapped, was there a well within 1 mile of Tribes? Yes
5. Of those mapped, was there a well within 1 mile of domestic wells? Yes

View Map Here: https://drive.google.com/drive/folders/1ndo0q64TMvwqqUI4T86EC_vkSpuFq2kw

In general, the WQ RMS cover a good amount of the basin. DACs and SDACs are concentrated in the lower left part of the basin. There is only one well here that misses monitoring for a majority of the block group area but does monitor a small portion of it based on a one mile buffer. WQ RMS seem to miss the areas most dense with drinking water. Buena Vista and Ione Band of Miwok are sufficiently represented but the Wilton Rancheria is not. "
Meagan,,,DACs / Tribes / Drinking Water Users,1,"Do the Representative Monitoring Sites (RMS) in the monitoring network adequately represent shallow groundwater elevations around DACs, domestic wells, and Tribes (In the case of data gaps, evaluate proposed monitoring sites). In the notes, please specify any deficiencies in the distribution of representative monitoring sites (RMS). Yes = existing and proposed monitoring wells are adequately distributed across DAC, drinking wells, and tribal areas; Somewhat = existing and proposed RMS do not adequately cover DAC, drinking wells, and tribal portions of the basin; No = Existing and proposed RMS are not available within DAC, drinking wells, and tribal areas.","NO = RMS are not located within a mile of any DACs, domestic wells, or tribes
Somewhat = RMS are within one mile of at least one DAC, domestic well or tribe
Yes = RMS are within one mile of ALL DAC, domestic and tribal communities within the basin boundary
","shallow monitoring well, data gap, disadvantaged communit*, DAC, tribal, tribe",Somewhat,"The SMCs for Chronic Lowering of Groundwater Levels were based on consideration of model-calculated historical trends in groundwater levels in the Basin (as represented by 19 Representative Monitoring Wells
[RMW-WLs]), model-calculated historical low groundwater levels, water year types, projected water use in the Basin, the relationships to other Sustainability Indicators and beneficial users in the Basin, and the SMCs in the adjacent basins. The MTs are based on the projected long-term, model-calculated water level trends or historical low groundwater levels at the RMW-WLs. The MOs are set at the model-calculated Fall 2015 groundwater levels.","Pages 25-26 / ES.8

Table MN-1 , Figure MN-1","1. How were Elevation RMS listed? (CASGEM ID, lat/long, described) Lat/Long
2. How many Elevation RMS were we able to map? (all, some, none) All
3. Of those mapped, was there a well within 1 mile of DACs? Yes
4.Of those mapped, was there a well within 1 mile of Tribes? No
5. Of those mapped, was there a well within 1 mile of domestic wells? Yes

View Map Here: https://drive.google.com/drive/folders/1ndo0q64TMvwqqUI4T86EC_vkSpuFq2kw

In general, the elevation RMS cover a majority of the basin. DACs and SDACs are concentrated in the lower left part of the basin.There is decent monitoring in this area for elevation levels, however there are a few small parts of this SDAC block group that are missing monitoring. Decent representation of areas with a lot of drinking water. Wilton Rancheria, Ione Band of Miwok, and Buena Vista Rancheria of Me-Wuk are all not represented based on a one mile buffer around RMS. "
Becky,,,Environment,1,Does the GSP include a plan to identify and fill shallow monitoring well data gaps around GDEs and ISWs in the monitoring network?,"No plan in place to identify and fill shallow well data gaps around GDEs and ISWs; no potential plan
  = no
Mention of shallow monitoring data gap and need to fill but no detailed plan in monitoring network or PMAs; contradictory statements in different sections; potential PMA; City is handling it = somewhat
GSP has a clear plan to fill spatial and/or temporal data gaps with regards to GDEs and ISWs in monitoring network section or PMAs
. = yes","shallow monitoring well, data gap, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE ",Yes,"&& “Representativeness” to local groundwater conditions – As mentioned above, the RMW-ISW “representativeness” to local groundwater conditions is determined by well construction and location relative to the Cosumnes River, Dry Creek, or relatively minor drainages in areas of GDEs. Specifically, the well depth and perforated interval are sufficient to represent the water table and surface-groundwater interactions. Table MN-4 shows that most of the wells are less than 140 feet deep, and Figure MN-4 identifies the wells located within 1,500 feet of the Cosumnes River or Dry Creek. The RMW-ISWs are thus representative of water table conditions near these surface water features.


&& While several shallow wells are located near the Cosumnes River and Dry Creek, few to none of the wells are located adjacent to an existing gauging station, which introduces uncertainty when  comparing well water level and stream stage. For the RMGs that lack adjacent RMW-ISWs, the GSAs developed plans to fill these data gaps in accordance with 23-CCR § 354.38 and as part of GSP implementation.

&& Expand paired well monitoring sites to track water levels within different depth intervals of the Principal Aquifer and one or more depth intervals across Basin boundaries, with particular emphasis to improve characterization of Interconnected Surface Water, conditions that influence GDEs, and cross-boundary flows. These sites will provide additional data for monitoring the impacts of PMAs in adjacent basins, such as the Harvest Water Project in the SASb. The GSAs can apply for TSS Grants to fund construction of these additional monitoring wells;","Page 239 / 17.1.6

Page 240 / 17.1.6

Page 274 / 19.1.2","1. Is there a plan to fill shallow groundwater wells in the monitoring network section? somewhat - very vague mention of filling data gaps, but no clear plan. Also, in the monitoring network section, the plan states that the shallow wells are representative of the water table, but the data gaps in the ISW section do not agree with this.
2.And/OR is there a plan to fill shallow groundwater wells in the PMA section? no PMA, but data gap to be filled in plan implementation section

Scored a yes because there is at least mention of a plan to install paired well monitoring sites to improve ISW assessment, but there were some contradictions with regards to shallow groundwater data gaps, especially around GDEs."
Becky,,,Environment,2,Does the GSP include any plans to incorporate GDE-related biological monitoring into the monitoring network?,"No plan or mention of biological monitoring 
  = no
Some coordination with other agencies; Mention of the possibility of future biological monitoring/surveys = somewhat
Clear plans for biological monitoring are described; Remote sensing; field surveys, etc. = yes","GDE Pulse, NDVI, normalized difference vegetation index, biologic*, survey, vegetation, fish",Somewhat,"In addition to the well data described above, collection and reporting of other types of information is required under SGMA (see further discussion below in Section 19.1.6 Annual Reporting). The additional information includes: Conduct Groundwater Dependent Ecosystem (GDE) monitoring and assessments, based on an evaluation of climate, groundwater levels, satellite imagery, and timing and magnitude of Cosumnes River flow (e.g., utilizing the GDE Pulse tool84). Evaluation of these data can be coupled with periodic site visits to verify condition of GDEs.",Page 274 / 19.1.1,"1. Is there a plan in place for biological monitoring, including but not limited to field surveys, remote sensing (NDMI, NDVI), aerial photographs? somewhat - vague langauge that GDE monitoring ""is required"" to occur - no clear plan. The plan said to see section 19.1.6 for more details, but no description of GDE monitoring in that section."
Sara,PROJECTS & MANAGEMENT ACTIONS,,Environment,2,Does the GSP include any recharge projects with explicit benefits to the environment?,"NO = no recharge &/no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to environment generally &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","recharge, managed aquifer recharge, MAR, multi-benefit recharge",Yes,"evaluation of climate, groundwater levels, satellite imagery, and timing and magnitude of","Page 225 / 18.2.1

Page 256 / 18.2.2","1. Are there projects that involve groundwater recharge? Yes
2. Do those projects list explicit benefits to the environment?  PMA 3, supports fish
3. Are the projects new, on-going or proposed?First phase will be implemented 2024, second phase two 2028/ planning phase (Upon agreement with SAFCA; USBR; completion of infrastructure; and grant funding)
4. Are the projects implemented by the GSP or others? GSA, During Phase 1 (2024 – 2027), an agreement with the United States Bureau of Reclamation (USBR) for Central Valley Project (CVP) water (or other source) will be secured for release into the Cosumnes River from the FSC.
5. If others, is the GSP coordinating with the others in implementation?
"
Sara,,,Environment,2,"Does the GSP include any habitat or stream restoration or invasive species removal projects (e.g., to improve water supply in the basin or GDE habitats)?",NO = on-going project without coordination. SOMEWHAT = on-going project with coordination &/or proposed project;  YES = the GSPs implementing;,"invasive species, habitat",Yes,"PMA #3 OHWD Cosumnes River Flow Augmentation
The OHWD Cosumnes River Flow Augmentation PMA releases water from the FSC into the Cosumnes River during late-October through December when the Cosumnes River typically does not flow continuously between reaches. The discontinuity in surface flows impedes fish migration and spawning. The introduction of additional instream flows will support fish requirements and provide additional flows to increase leakage from the river that will recharge the Basin. A pilot project was completed in 2005, and full implementation is contingent on securing a water source and funding. During Phase 1 (2024 – 2027), an agreement with the United States Bureau of Reclamation (USBR) for Central Valley Project (CVP) water (or other source) will be secured for release into the Cosumnes River from the FSC. During Phase 2 (2028-2042), project implementation will begin and 1,500 AFY to 5,000 AFY of CVP water (or other source) will be released from FSC into the Cosumnes River during late October through December.",Page 256 / 18.2.2,"If yes to projects:
1. Are the projects new, on-going or proposed? First phase will be implemented 2024, second phase two 2028 (Pilot project completed/ongoing)
2. Are the projects implemented by the GSP or others? GSA, During Phase 1 (2024 – 2027), an agreement with the United States Bureau of Reclamation (USBR) for Central Valley Project (CVP) water (or other source) will be secured for release into the Cosumnes River from the FSC.
3. If others, is the GSP coordinating with the others in implementation?
"
Sara,,,All,1,"Does the GSP identify benefits or impacts of identified projects and management actions to key beneficial users such as GDEs, drinking water users, tribes, DACs?","NO = no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to beneficial users broadly &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","beneficial users, environment, GDE, DAC, trib*",No,,,"1. Do they identify explicity beneficial users?  No
2. Do they describe the impact or benefit to the users identified? No
3. Across all PMAs, do they include GDEs, drinking water users, Tribes and DACs? If yes, which? No
4. Are the projects proposed, ongoing?
5. Are the projects implemented by GSA or others?
"
Martha/Sara,,,DACs,2,Does the GSP include any recharge projects with explicit benefits to DACs?,"NO = no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to beneficial users broadly &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","recharge, managed aquifer recharge, MAR",No,,,"1. Are there projects that involve groundwater recharge? No
2. Do those projects list explicit benefits to DACs? No
3. Are the projects new, on-going and proposed?
4. Are the projects implemented by the GSP or others? 
5. If others, is the GSP coordinating with the others in implementation?
"
Sara,,,DACs / Drinking Water,,Does the GSP include a drinking water well mitigation program to avoid significiant and unreasonable loss of drinking water?,"NO: No well mitigation program SOMEWHAT: well mitigation program, but not explicitly for drinking water users and DACs &/ proposed or on-going with coordination YES: well mitigation program for drinking water users and DACs","drinking water, well mitigation program",No,,,"1. Is there a well mitigation program? No
2. Is the program new, on-going or proposed?
3. Is the well mitigation program explicitly for drinking water users and DACs?

"
Sara,,,DACs,1,Does the GSP identify potential impacts to water quality from Projects and Management Actions?,"NO = no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to beneficial users broadly &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","water quality, disadvantaged communit*, DAC",No,,,"1. Do those projects list potential impacts to water quality? No
2. Do those Projects list potential impacts to DAC? No
3. Are the projects new, on-going or proposed?
4. Are the projects implemented by the GSP or others? 
5. If others, is the GSP coordinating with the others in implementation?
"
Lauren,OTHER,,,,Does the GSP have plans to use Open ET to monitor groundwater extractions from agriculture?,"No: Open ET not mentioned in GSP
Somewhat: Satellite based evapotranspiration used in analysis and monitoring for future groundwater extractions from agriculture
Yes: Open ET identified as a resource that will be used for monitoring future extractions from agriculture",OpenET,Somewhat,"The Basin GSAs will prioritize and begin to fill the key data gaps identified in this GSP related to monitoring, the hydrogeological conceptual model, groundwater conditions, and water budgets. Data gap filling efforts will be done under the direction of the CGA PM with support from the Watershed Coordinator and technical consultants, as needed. These data gap filling efforts will include, but not be limited to:
• Verify well use, well status, and well density within the Basin by confirming active wells through implementation of well census and well inventory projects;
• Verification of land areas that utilize surface water only, groundwater only, or both;
• Compile available well construction information to update incomplete information for wells in the DMS. The RMW network wells are a priority, and efforts can include video logging to identify well perforation intervals where information is not available. The GSAs can apply for Technical Support Services (TSS) Grants to help fund the video logging effort;
• Outreach to well owners to estimate groundwater extraction volumes for annual reporting and establishment of fees. GSAs can consider adopting ordinances to require metering and reporting of groundwater use. GSAs can also consider investment in remote sensing data. For example, the Drought Resilience Impact Platform (DRIP) uses on-site sensors that wirelessly transmit data to monitor pump operation and develop estimates of groundwater use. Groundwater use data are coupled with satellite-based remote sensing data to determine current groundwater conditions and aid in future management and planning;",Page 274 / 19.1.2,"This is the first GSP I've seen that might actually qualify for a somewhat, but I'm not sure if this is what we're looing for in terms of ""satellite based evapotranspiration"". ET is not mentioned specifically, but satellites are mentioned to be used to monitor GW usage."
