Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11
WQ,PROJECTS & MANAGEMENT ACTIONS,,Environment,2,Does the GSP include any recharge projects with explicit benefits to the environment?,"NO = no recharge & no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to environment generally &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","recharge, managed aquifer recharge, MAR, multi-benefit recharge",Yes,"6.2.4 Stormwater Capture and Recharge
As described in Section 2.6, planning for stormwater capture and recharge efforts, including site investigations have been initiated by local agencies and growers within the Basin. Stormwater capture and recharge projects are intended to cover two general types of stormwater capture activities that have been identified in the Southern Sonoma SWRP. The first stormwater capture activity involves retaining and recharging onsite runoff. Examples of this type of activity include low-impact development and on-farm recharge of local runoff. The second stormwater capture activity involves recharge of unallocated storm flows. These actions require temporary diversions of storm flows from streams, and conveyance of those flows to recharge locations. State programs and grants (such as FLOOD-MAR, Proposition 68) and local entities (such as RCDs) can be used as resources to move forward on stormwater capture and recharge efforts. Prior to implementing long-term stormwater capture and recharge programs, site-specific field investigations and assessments will be needed to identify suitable locations. Therefore, early stages of implementation are anticipated to include site-specific investigations and pilot studies of on-farm and other dispersed recharge opportunities that consider and include the following:• Water available for recharge • Areas with permeable near-surface soils • Optimal methods and techniques • Outreach to interested landowners with locations that could help sustain baseflows to streams and support GDEs",Page 6-11 / 6.2.4,"1. Are there projects that involve groundwater recharge? Yes
2. Do those projects list explicit benefits to the environment? Yes, for GDE
3. Are the projects new, on-going or proposed? Depending upon results of pilot studies, planned to be initiated in 2023, full-scale implementation of stormwater capture and recharge projects is anticipated to begin in 2028.
4. Are the projects implemented by the GSP or others? GSA and others
5. If others, is the GSP coordinating with the others in implementation? Yes
Although I chose yes for this question but they need to have better and more clear explanation on benefit to GDE/ environment. "
WQ,,,Environment,2,"Does the GSP include any habitat or stream restoration or invasive species removal projects (e.g., to improve water supply in the basin or GDE habitats)?",NO = on-going project without coordination. SOMEWHAT = on-going project with coordination &/or proposed project;  YES = the GSPs implementing;,"invasive species, habitat",No,,,"If yes to projects:
1. Are the projects new, on-going or proposed?
2. Are the projects implemented by the GSP or others? 
3. If others, is the GSP coordinating with the others in implementation?
"
WQ,,,All,1,"Does the GSP identify benefits or impacts of identified projects and management actions to key beneficial users such as GDEs, drinking water users, tribes, DACs?","NO = no mention of benefits, &/ on-going project without coordination beyond general mention of ""beneficial users"". SOMEWHAT = beneficial users explicilty identified, but impacts not well described or beneficial users explicilty identifed and described, but no PMAs with benefits to GDEs, drinking water users, tribes or DACs;  YES = beneficial users exlicitly idenfitied, impacts and benefits described and PMAs with benefits to GDEs, drinking water users, tribes and DACs.","beneficial users, environment, GDE, DAC, trib*",Somewhat,"6.2.4 Stormwater Capture and Recharge
As described in Section 2.6, planning for stormwater capture and recharge efforts, including site investigations have been initiated by local agencies and growers within the Basin. Stormwater capture and recharge projects are intended to cover two general types of stormwater capture activities that have been identified in the Southern Sonoma SWRP. The first stormwater capture activity involves retaining and recharging onsite runoff. Examples of this type of activity include low-impact development and on-farm recharge of local runoff. The second stormwater capture activity involves recharge of unallocated storm flows. These actions require temporary diversions of storm flows from streams, and conveyance of those flows to recharge locations. State programs and grants (such as FLOOD-MAR, Proposition 68) and local entities (such as RCDs) can be used as resources to move forward on stormwater capture and recharge efforts. Prior to implementing long-term stormwater capture and recharge programs, site-specific field investigations and assessments will be needed to identify suitable locations. Therefore, early stages of implementation are anticipated to include site-specific investigations and pilot studies of on-farm and other dispersed recharge opportunities that consider and include the following:• Water available for recharge • Areas with permeable near-surface soils • Optimal methods and techniques • Outreach to interested landowners with locations that could help sustain baseflows to streams and support GDEs",Page 6-11 / 6.2.4,"1. Do they identify explicity beneficial users? Yes
2. Do they describe the impact or benefit to the users identified? Somewhat
3. Across all PMAs, do they include GDEs, drinking water users, Tribes and DACs? If yes, which? GDE
4. Are the projects proposed, ongoing? Depending upon results of pilot studies, planned to be initiated in 2023, full-scale implementation of stormwater capture and recharge projects is anticipated to begin in 2028.
5. Are the projects implemented by GSA or others? GSA and Others


I chose somewhat because the benefits have not been explicitly identified for GDE"
Stakeholder & WQ,,,DACs,2,Does the GSP include any recharge projects with explicit benefits to DACs?,"NO = no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to beneficial users broadly &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","recharge, managed aquifer recharge, MAR",No,"6.2.4 Stormwater Capture and Recharge
As described in Section 2.6, planning for stormwater capture and recharge efforts, including site investigations have been initiated by local agencies and growers within the Basin. Stormwater capture and recharge projects are intended to cover two general types of stormwater capture activities that have been identified in the Southern Sonoma SWRP. The first stormwater capture activity involves retaining and recharging onsite runoff. Examples of this type of activity include low-impact development and on-farm recharge of local runoff. The second stormwater capture activity involves recharge of unallocated storm flows. These actions require temporary diversions of storm flows from streams, and conveyance of those flows to recharge locations. State programs and grants (such as FLOOD-MAR, Proposition 68) and local entities (such as RCDs) can be used as resources to move forward on stormwater capture and recharge efforts. Prior to implementing long-term stormwater capture and recharge programs, site-specific field investigations and assessments will be needed to identify suitable locations. Therefore, early stages of implementation are anticipated to include site-specific investigations and pilot studies of on-farm and other dispersed recharge opportunities that consider and include the following:• Water available for recharge • Areas with permeable near-surface soils • Optimal methods and techniques • Outreach to interested landowners with locations that could help sustain baseflows to streams and support GDEs",Page 6-11 / 6.2.4,"1. Are there projects that involve groundwater recharge? Yes
2. Do those projects list explicit benefits to the DAC? NA
3. Are the projects new, on-going or proposed? Depending upon results of pilot studies, planned to be initiated in 2024, full-scale implementation of stormwater capture and recharge projects is anticipated to begin in 2028.
4. Are the projects implemented by the GSP or others? GSA and others
5. If others, is the GSP coordinating with the others in implementation? Yes
"
WQ,,,DACs / Drinking Water,,Does the GSP include a drinking water well mitigation program to avoid significiant and unreasonable loss of drinking water?,"NO: No well mitigation program SOMEWHAT: well mitigation program, but not explicitly for drinking water users and DACs &/ proposed or on-going with coordination YES: well mitigation program for drinking water users and DACs","drinking water, well mitigation program",No,,,"1. Is there a well mitigation program? No
2. Is the program new, on-going or proposed?
3. Is the well mitigation program explicitly for drinking water users and DACs?

"
WQ,,,DACs,1,Does the GSP identify potential impacts to water quality from Projects and Management Actions?,"NO = no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to beneficial users broadly &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to DACs & the GSPs implementing;","water quality, disadvantaged communit*, DAC",Somewhat,"6.4.2.1 Coordination of Farm Plans with GSP Implementation
Farm Plans are voluntary plans developed by third party organizations in collaboration with individual landowners that identify BMPs and provide site-specific actions to mitigate issues like sediment runoff or to improve water quality. In some areas of California, regulatory fees are reduced for landowners with Farm Plans that are certified by agreed-upon third parties. Currently, most Farm Plans do not include aspects of groundwater management that would directly support the GSA’s efforts to comply with the requirements of the SGMA.&&&
6.4.1 Assessment of Potential Policy Options for GSA Consideration
SGMA provides several authorities to GSAs, which can be used to achieve groundwater sustainability and requires coordination between GSAs and land use agencies. This management action involves a collaboration between the GSA Board, local land use agencies, GSA member agencies, and stakeholders to assess future policy options that may be appropriate for the GSA to consider adopting or recommending for adoption by other agencies. This study will prepare a prioritized list of potential policy options, including stronger demand management actions that may need to be adopted should the projects not be implementable or successful. Based on input from the Advisory Committee and GSA Board, the following initial list of policy options has been developed for potential inclusion in the assessment: • Water conservation plan requirements for new development • Discretionary review of well permits for any special areas identified in GSP: oRestrictions on permits in specific areas could be considered if additional localized pumping drives one or more sustainability indicators below MTs, leading to undesirable results. oLimits could also be placed on which aquifers could be extracted from if there was a potential adverse impact in a particular zone that might affect certain sustainability indicators. •Low-impact development or water efficient landscape plan requirements expansion•Modifications to county well ordinance to improve monitoring of the deep aquifer system in areas of known groundwater depletion •Well construction and permitting recommendations (for example, water quality sampling and reporting for COCs, requirement for water-level measurement access, and procedures for preventing cross-screening of multiple aquifers)•Well metering program • Study of water markets •Permitting and accounting of water hauling","Page 6-15 / 6.4.2.1
Page 6-13 / 6.4.1","1. Do those projects list potential impacts to water quality? Somehow, they need to have a more clear explanation regarding benefits and effects on WQ in these two projects.
2. Do those Projects list potential impacts to DAC? NA
3. Are the projects new, on-going or proposed? Coordibation of farm plans project: Coordination activities will begin in the first year of GSP implementation and it is anticipated that within 1 year of funding approval, staff would submit a report to the GSA Board with recommendations on the viability of such a program and next steps, as appropriate./ second project: the assessment and prioritization will be initiated in the first year of GSP implementation. The circumstances and timetable for adopting and implementing any of the recommended policy options will be based on ongoing monitoring of groundwater conditions and progress of project implementation.
4. Are the projects implemented by the GSP or others?  GSA and Others
5. If others, is the GSP coordinating with the others in implementation? Yes
"
CC/Other,OTHER,,,,Does the GSP have plans to use Open ET to monitor groundwater extractions from agriculture?,"No: Open ET not mentioned in GSP
Somewhat: Satellite based evapotranspiration used in analysis and monitoring for future groundwater extractions from agriculture
Yes: Open ET identified as a resource that will be used for monitoring future extractions from agriculture",OpenET,No,,,
CC/Other,,,,,Does the GSP have plans to install meters on wells in the basin?,"No: No mention of installing meters on wells or mentions meters as a DWR recommendation but no plans to install
Somewhat: Mentions potential plans for installing meters in event of exceedance, or identifies need for meters but no details of plans for installation
Yes: Describes plans for installing meters in detail as a planned project  ",meters,Somewhat,"Study of and prioritization of potential policy options: This management action involves a collaboration between the GSA Board, local land use agencies, GSA member agencies, other Sonoma County GSAs, and stakeholders to assess and prioritize future policy options that may be appropriate for the GSA to consider adopting or recommending for adoption by other agencies. Policy options for potential inclusion in the assessment include water conservation requirements for new development; expand low impact development or water efficient landscape plan requirements; well construction and permitting recommendations; well metering program for non-residential wells; study of water markets; and permitting and accounting of water hauling.
&&
The Sonoma-Marin Saving Water Partnership represents 10 water utilities in Sonoma and Marin counties that are signatories to the California Water Efficiency Partnership and have joined to create a regional approach to water use efficiency. Within the Basin, these utilities include the City of Petaluma and Sonoma Water. Each of these member utilities have water conservation programs to assist their communities in reducing water use. Water conservation and water use efficiency program elements specific to the Sonoma-Marin Saving Water Partnership include the following:
• Establishing a conservation coordinator, water waste prohibition, assistance and water loss control programs (audits, leak detection, and repair).
• Metering urban water and conservation pricing (tiered structure).
&&
Management Actions:
• Study potential policy options for future GSA consideration or recommendation, including this initial list of potential policy options:
o Water conservation plan requirements for new development
o Discretionary review of well permits for any special areas identified in GSP
o Expanded low-impact development or water-efficient landscape plan requirements
o Well construction and permitting recommendations (for example, water quality sampling/reporting for COCs, requirement for water-level measurement access, prevent cross-screening of multiple aquifers)
o Metering program","Page ES-19 / ES.6
Page 2-23 / 2.5.4.1
Page 7-13 / 7.2.6","Some metering is already happening, and future metering requirements are being considered but are not stated to be a planned PMA. 
At the end of the PMA section it is stated that under SGMA the GSA is granted authority to enforce certain measures including well metering, but this seems like very boiler plate text as it has no mention of utilizing this authority"
CC/Other,,,,,"Does the GSP have plans to implement demand reduction (e.g., pumping cuts) in the basin?","No:  Demand reduction not mentioned 
Somewhat: Mentions potential plans for demand reduction in event of exceedance, or future potential PMAs of demand reduction
Yes: Planned PMAs of demand reduction are described","demand, demand reduction, pumping cuts, demand management",Yes,"The water-use efficiency and alternate include smaller-scale dispersed land-owner projects, such as turf removal, rainwater harvesting, and stormwater capture and reuse. These projects are initially planned as voluntary, incentive-based projects focused on groundwater users, primarily rural, residential, agricultural, and commercial/industrial groundwater users. The programs and education offered to rural domestic and commercial groundwater users will mirror programs offered to regional municipal water users, which have led to a 37 percent reduction in per capita water use since 2010. It is assumed that existing water-use efficiency by municipal groundwater users will continue through the Sonoma-Marin Saving Water Partnership. In addition to the Sonoma-Marin Saving Water Partnership, as described in Section 2.6, numerous other regional and local water conservation programs are operational in the Plan Area, including the LandSmart Program and the Sustainable Winegrowing Program. Many grape growers already use drip irrigation and rely on new technologies to determine when and how much to irrigate vines. This program would be focused on leveraging existing tools and BMPs and working with farmers who haven’t had access to or the resources available to reduce water use.",Page 6-2 / 6.2.1,One planned project
CC/Other,,,,,"Does the GSP have plans to implement supply augmentation (e.g., recharge projects, desalinating brackish groundwater) in the basin to achieve sustainability?","No: No plans in place for supply augmentation
Somewhat: Potential projects or evaluations of feasibility to implement supply augmentation mentioned
Yes: Planned supply augmentation described in detail to achieve sustainability","recharge, managed aquifer recharge, MAR, desalin*, brackish groundwater",Yes,"Recycled water is wastewater that enters into the wastewater collection system from within the service area of the City of Petaluma and is treated to tertiary standards at the ECWRF. Recycled water has been and will continue to be an important source of irrigation water to offset the use of local groundwater and potable water supplies in the Basin. Recycled water can be used in applications where potable water is often used (such as the irrigation of public parks and golf courses and for agriculture). In addition to allowing for potable water offsets, recycled water use may potentially facilitate in lieu groundwater recharge. For example, if a farm that has historically used pumped well water for pasture or crop irrigation begins using recycled water instead, the groundwater aquifer beneath may potentially recover through reduced pumping and natural recharge. Recycled water is a sustainable water source and allows potable supplies to be reserved for the best and highest use. Additionally, using recycled water for irrigation also means a decrease in discharge of treated wastewater to local water bodies such as the Petaluma River.",Page 6-5 / 6.2.2,One planned project and two proposed projects (Aquifer Storage Recovery and Stormwater Capture and Recharge)
CC/Other,,,,,"Do they evaluate whether Project and Management Actions close the gap for current and projected sustainable yield (e.g., overdraft as compared to the projected sustainable yield)? ","No: No mention of sustainable yield or overdraft, or closing the gap through PMAs
Somewhat: PMAs are described to close the gap but are future potential projects
Yes: Planned PMAs are identified as those that close the gap for projected sustainable yield and is demonstrated quantitatively","sustainable yield, overdraft, balance",Yes,"The sustainable yield of the Basin is 8,000 AFY of total groundwater pumping. Both the estimated current average groundwater pumping of 4,500 AFY and the projected future groundwater pumping of 2,300 AFY are below the sustainable yield. There is a significant amount of uncertainty in the estimate of the sustainable yield and as new information is developed, the sustainable yield will be refined and updated.
&&
To prevent potential undesirable results and to achieve MOs, projects, and management actions are planned as part of GSP implementation.
&&
Objectives for implementing the water use efficiency and alternate water source projects are to help achieve MOs and avoid undesirable results for the chronic lowering of groundwater levels sustainability indicator. Achieving MOs and avoiding undesirable results for the chronic lowering of groundwater levels sustainability indicator is also expected to benefit the groundwater storage and land subsidence sustainability indicators. Additionally, depending upon the locations within the Basin where projects are implemented, there may be benefits to the MOs for the depletion of interconnected surface water sustainability indicator.","ES-11 / ES.3.6
Page 6-2 / 6.2
Page 6-3 / 6.2.1.1",GSP states that there is no projected overdraft and that PMAs are designed to minimize the likelihood that undesirable results will occur.
CC/Other,,,,,Does the GSP reference / propose any new water markets in the basin?,"No: No new water markets referenced or proposed
Somewhat: no somewhat for this question
Yes: New water markets are referenced or proposed",water market,Yes,"The water resources element includes goals, objectives, and policies for water quality; groundwater; public water systems; conservation and reuse; importing and exporting; and watershed management. These goals, objectives, and policies include supporting local groundwater studies and management programs, encouraging activities that protect natural groundwater recharge areas.
Specific water resources element goals related to groundwater include the following:...
...Assure that new proposals for surface and groundwater imports and exports are consistent with Sonoma County’s ability to sustain an adequate supply of high-quality water for all its water uses and dependent natural resources.
&&
The identification of projects and management actions was an iterative process which included significant Advisory Committee and GSA Board input and a substantial amount of staff work.
Input received from the Advisory Committee and GSA Board helped refine and categorize the selection of projects and management actions into those that could be initially evaluated as part of this GSP, and those that require further assessment or study prior to implementation. For example, some ideas raised by Advisory Committee and community members like recharge net-metering programs, water markets, and zero-net water use requirements for new development need further refinement. Management actions the GSA has under its authority, such as mandatory conservation or pumping reductions, will also be studied and considered during the first 5 years of GSP implementation, as described in Section 6.4.","Page 2-28 / 2.6.1.1
Page 6-1 / 6.1","New water markets have been proposed, though not discussed in depth"
CC/Other,,,,,"Does the GSP identify the potential impact of climate change on obtaining/crossing thresholds for Sustainable Management Criteria (e.g., as a driver of undesirable result or potential reason for crossing a minimum threshold)?","No: No impacts from climate change referenced in SMC
Somewhat: References climate change impacts but does not identify as a reason for crossing thresholds
Yes: Explicitly identifies climate change as a reason for obtaining/crossing thresholds for SMC",climate change,Yes,"The potential causes of undesirable results for chronic lowering of groundwater-level results include:
•nincreased groundwater pumping in the Basin leading to chronic groundwater-level declines
• a significant reduction in natural recharge as a result of climate change, reduced groundwater and surface water interaction, or other land surface processes
&&
The potential causes of undesirable results for the reduction of groundwater storage are the same as those identified for the chronic lowering of groundwater levels in Section 4.5.4.2:
• Increased groundwater pumping in the Basin leading to chronic groundwater-level declines
• A significant reduction in natural recharge as a result of climate change or other processes
&&
Because of the significant data gaps, an adaptive approach for refining the initial SMC for seawater intrusion will be completed during GSP implementation. Additional characterization described in Section 7 will provide a more robust understanding of not only current conditions, but also potential future impacts from climate change (that is, sea level rise) and land-use practices in the Baylands area of the Basin.","Page 4-22 / 4.5.4.2
Page 4-26 / 4.6.4.2
Page 4-27 / 4.7","Climate change as driver of undesirable results for lowering of GW levels and depletion of GW storage, as well as acknowledging the role climate change will likely play in sea level rise."
CC/Other,,,,,"Does the GSP includes details on coordination with water quality control programs (e.g., Regional Water Quality Control Board, CV-Salts)?","No: No mention of RWQCB or it is mentioned but coordination not discussed at all
Somewhat: Recognizes RWQCB as interested party or stakeholder but details of coordination not included
Yes: Coordination between RWQCB and GSA are clearly defined","Regional Water Quality Control Board (RWQCB), CV-Salts",Yes,"In addition, the GSA will continue to engage and coordinate with local, state, and regional agencies (including City of Petaluma, Permit Sonoma, other GSAs, Agricultural Commissioner, Sonoma County Agricultural Preservation and Open Space District, DWR, SWRCB’s Division of Drinking Water (DDW) and Water Rights Division, and SFBRWQCB) on filling data gaps and implementation of projects and actions. This coordination will include discussions of partnering opportunities for funding implementation components that are mutually beneficial. The GSA will also engage with general plan updates and any specific planning area processes in Petaluma Valley. In addition, the GSA will engage in and review General Plan amendments, other local policies and issues related to groundwater resources in the Subbasin.
An important component of this engagement will be ongoing coordination with the agencies responsible for regulating groundwater quality. The GSA will regularly coordinate with SFBRWQCB, SWRCB-DDW, and others to understand and develop a process for determining whether groundwater management is resulting in degraded water quality.",Page 7-2 / 7.2.2,Coordination with RWQCB over data gaps in PMAs and water quality
CC/Other,,,,,"How many PMAs are there (total #, including tiers)?","No spectrum, just # of PMAs",,6,,,"4 projects, 2 management actions"
CC/Other,,,,,"Are the PMAs all planned projects?  If not, please elaborate whether projects are proposed and how many are proposed versus planned?","no = all proposed
somewhat = mix of planned and proposed
yes = all planned",,Somewhat,,,"4 planned, 2 proposed"
