Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11
WQ,,,All,1,"Does the GSP identify benefits or impacts of identified projects and management actions to key beneficial users such as GDEs, drinking water users, tribes, DACs?","NO = no mention of benefits, &/ on-going project without coordination beyond general mention of ""beneficial users"". SOMEWHAT = beneficial users explicilty identified, but impacts not well described or beneficial users explicilty identifed and described, but no PMAs with benefits to GDEs, drinking water users, tribes or DACs;  YES = beneficial users exlicitly idenfitied, impacts and benefits described and PMAs with benefits to GDEs, drinking water users, tribes and DACs.","beneficial users, environment, GDE, DAC, trib*",Somewhat,"6.2.2 Additional Data Collection (§354.44(c))
Projects and management actions shall be supported by best available information and science. In addition, understanding the amount of groundwater pumping in the basin is a crucial aspect in establishing long-term sustainability. Therefore, the GSA plans to initiate pumping record collection efforts upon implementation of the GSP. This would include registration of each groundwater extraction facility within the management area of the GSA (as allowed under §10725.6), and annual reporting of groundwater extractions (with the exception of de minimis users §10725.8I and §10725.8(e)). Following implementation of the GSP, the GSA intends to encourage voluntary registration and pumping record collection. However, recognizing the importance of understanding pumping amounts for managing long-term sustainability, a metering program will likely be evaluated. Requiring all groundwater producers to provide pumping records as well as requiring the registration of all groundwater extraction facilities (including non-municipal private wells) would allow the GSA to refine the understanding of basin conditions and assist with the sustainable management of the subbasin.
&&&
Convening an Interactive Tribal Work Group: This working group would encourage tribal participation, promote basin balancing maintenance activities, and ensure that federal reserve water rights are protected.
&&&
Table 6-1
This working group would encourage tribal participation, promote basin balancing maintenance activities, and ensure that federal reserve water rights are protected. Groundwater management working groups will also encourage the active, on‐going involvement of basin stakeholders – providing diverse input and raising awareness and providing rationale for the need of existing or new management activities and projects enacted to ensure groundwater sustainability in the subbasin. This level of involvement will help increase the effectiveness of any management action or project implemented under the GSP, encourage community investment in preserving and managing the shared groundwater resource, and ensure water rights and beneficial use of all subbasin users are protected.
","Page 6-3 / 6.2.2
Page 6-5 / 6.3.1 
Table 6-1","1. Do they identify explicity beneficial users? Yes.
2. Do they describe the impact or benefit to the users identified? Yes
3. Across all PMAs, do they include GDEs, drinking water users, Tribes and DACs? If yes, which? tribes
4. Are the projects proposed, ongoing? Begin process of implementing or conducting feasibility study within the first 5 years of GSP adoption.
5. Are the projects implemented by GSA or others? not clear
"
Stakeholder & WQ,,,DACs,2,Does the GSP include any recharge projects with explicit benefits to DACs?,"NO = no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to beneficial users broadly &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","recharge, managed aquifer recharge, MAR",No,"6.3.3 Tier 3 Projects/Management Actions
• In-lieu groundwater recharge: In-lieu groundwater recharge refers to the “storing” of local groundwater by utilizing surface water “in-lieu” of groundwater pumping. This is already being implemented to an extent in the USLR Groundwater Subbasin through the supplementation of groundwater pumping with imported water. Through its membership in the San Diego County Water Authority (Water Authority), YMWD has access to 16 cfs of flow through the District's connection to the Water Authority's imported water infrastructure. YMWD then sells Colorado River and State Water Project (SWP) water within the subbasin (see Section 2.1.2.3). At any given time, YMWD can draw up to 16 cubic feet per second (cfs) from the imported water distribution system, depending on the adequacy of supply available to the Water Authority and its member agencies, which corresponds to approximately 11,583 acre-ft/yr. Recent imported water use in the basin over the last 5 years (Fiscal Year 2017 through 2021) is 5,127 acre-ft/yr, which is approximately only 44% of the potential maximum amount. Increasing imported water usage in the basin, as needed, will allow any exceedances to be addressed using an already established infrastructure and water supply system. In-lieu use of other supplemental water supplies (such as surface water from VID/City of Escondido) may also be explored. • Outreach to VID/City of Escondido/Rincon to explore potential supplemental water supplies for in-lieu use or managed recharge: The GSA is interested in exploring the feasibility of obtaining local surface water from VID/City of Escondido/Rincon to supplement water supply in the USLR Subbasin (through either in-lieu use or managed groundwater recharge). • Stormwater and/or dry weather capture: Stormwater and local runoff could be captured using in-channel or off-channel recharge basins to enhance infiltration and increase groundwater
recharge in the USLR Groundwater Subbasin. • Aquifer Storage and Recovery (ASR)/managed aquifer recharge: Surplus imported water could be recharged to increase groundwater storage when surplus water is available. This additional storage would help maintain groundwater levels above MOs and provide resiliency during drought periods. The additional recharge would also serve to increase sustainable yield, thereby increasing the volume of groundwater that can be pumped sustainably. Future agreements with VID/City of Escondido/Rincon could be explored for the possibility of allowing increased surface flow in the San Luis Rey River through the USLR Subbasin.",Page 6-7 / 6.3.3,"1. Are there projects that involve groundwater recharge? yes
2. Do those projects list explicit benefits to the DAC? No
3. Are the projects new, on-going or proposed? To be implemented only if undesirable results occur
and can not be mitigated with other Tier 1 and/or Tier 2 projects and management actions.
4. Are the projects implemented by the GSP or others? GSP & others (Not clear though)
5. If others, is the GSP coordinating with the others in implementation? No
"
WQ,,,DACs / Drinking Water,,Does the GSP include a drinking water well mitigation program to avoid significiant and unreasonable loss of drinking water?,"NO: No well mitigation program SOMEWHAT: well mitigation program, but not explicitly for drinking water users and DACs &/ proposed or on-going with coordination YES: well mitigation program for drinking water users and DACs","drinking water, well mitigation program",No,"6.2.2 Additional Data Collection (§354.44(c))
Projects and management actions shall be supported by best available information and science. In addition, understanding the amount of groundwater pumping in the basin is a crucial aspect in establishing long-term sustainability. Therefore, the GSA plans to initiate pumping record collection efforts upon implementation of the GSP. This would include registration of each groundwater extraction facility within the management area of the GSA (as allowed under §10725.6), and annual reporting of groundwater extractions (with the exception of de minimis users §10725.8I and §10725.8(e)). Following implementation of the GSP, the GSA intends to encourage voluntary registration and pumping record collection. However, recognizing the importance of understanding pumping amounts for managing long-term sustainability, a metering program will likely be evaluated. Requiring all groundwater producers to provide pumping records as well as requiring the registration of all groundwater extraction facilities (including non-municipal private wells) would allow the GSA to refine the understanding of basin conditions and assist with the sustainable management of the subbasin.
&&&
Well registration and meter installation: Mandatory metering of all pumping entities and pumping, as allowable under SGMA (excepting de minimis domestic users), would allow the GSA to definitively understand the amount of groundwater pumping occurring in the subbasin, refine estimates of sustainable yield, and assist with sustainable management.","Page 6-3 / 6.2.2
Page 6-6 / 6.3.1","1. Is there a well mitigation program? No, They have well metering and installation program, better explanation is needed on how it will be implemented and its benefits.
2. Is the program new, on-going or proposed? Begin process of implementing or conducting feasibility study within the first 5 years of GSP adoption.
3. Is the well mitigation program explicitly for drinking water users and DACs? domestic users

"
WQ,,,DACs,1,Does the GSP identify potential impacts to water quality from Projects and Management Actions?,"NO = no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to beneficial users broadly &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to DACs & the GSPs implementing;","water quality, disadvantaged communit*, DAC",Somewhat,"6.2.1.3 Groundwater Level and Water Quality Monitoring
Groundwater level and water quality monitoring programs are essential for effective management of groundwater resources and evaluating sustainability. A clear and continuous understanding of the subbasin groundwater conditions is required for adaptive sustainable management of the subbasin water supply. The collection of water level and water quality data provides important information to evaluate the effects of other projects and management actions, or to determine if additional management actions are necessary to maintain sustainability. On-gong collection of data will also provide a tangible measurement of the benefit of each project or action and ongoing operational effects on groundwater conditions. Since many of the sustainability indicators of the USLR Groundwater Subbasin are measured directly by, or tied to, groundwater elevation data, evaluation of these data will be particularly important. A discussion of the current monitoring network and recommended modifications is provided in Section 5.0 Monitoring Network. After implementation of the GSP, the GSA will continue monitoring at least twice a year (spring and fall, as described in Section 5.0), but additional monitoring events may take place at the discretion of the GSA. Supplemental groundwater level and water quality monitoring would provide data, as needed, to track conditions in areas of concern, effects of other management actions and/or programs, and allow for effective subbasin management to promote groundwater sustainability. Monitoring results will be presented in the 5-year update report.",Page 6-3 / 6.2.1.3,"1. Do those projects list potential impacts to water quality? Yes
2. Do those Projects list potential impacts to DAC? No
3. Are the projects new, on-going or proposed? Ongoing
4. Are the projects implemented by the GSP or others? GSA
5. If others, is the GSP coordinating with the others in implementation?
"
CC/Other,OTHER,,,,Does the GSP have plans to use Open ET to monitor groundwater extractions from agriculture?,"No: Open ET not mentioned in GSP
Somewhat: Satellite based evapotranspiration used in analysis and monitoring for future groundwater extractions from agriculture
Yes: Open ET identified as a resource that will be used for monitoring future extractions from agriculture",OpenET,No,,,
CC/Other,,,,,Does the GSP have plans to install meters on wells in the basin?,"No: No mention of installing meters on wells or mentions meters as a DWR recommendation but no plans to install
Somewhat: Mentions potential plans for installing meters in event of exceedance, or identifies need for meters but no details of plans for installation
Yes: Describes plans for installing meters in detail as a planned project  ",meters,Somewhat,"Following implementation of the GSP, the GSA intends to encourage voluntary registration and pumping record collection. However, recognizing the importance of understanding pumping amounts for managing long-term sustainability, a metering program will likely be evaluated. Requiring all groundwater producers to provide pumping records as well as requiring the registration of all groundwater extraction facilities (including non-municipal private wells) would allow the GSA to refine the understanding of basin conditions and assist with the sustainable management of the subbasin.
&&
• Well registration and meter installation: Mandatory metering of all pumping entities and pumping, as allowable under SGMA (excepting de minimis domestic users), would allow the GSA to definitively understand the amount of groundwater pumping occurring in the subbasin, refine estimates of sustainable yield, and assist with sustainable management.","Page 6-3 / 6.2.2
Page 6-6 / 6.3.1",
CC/Other,,,,,"Does the GSP have plans to implement demand reduction (e.g., pumping cuts) in the basin?","No:  Demand reduction not mentioned 
Somewhat: Mentions potential plans for demand reduction in event of exceedance, or future potential PMAs of demand reduction
Yes: Planned PMAs of demand reduction are described","demand, demand reduction, pumping cuts, demand management",Yes,"Currently, efforts to reduce water demand in the subbasin through conservation are increased during times of drought. For example, YMWD institutes a drought response conservation program (Ordinance No. 100-08) to delay or avoid implementing measures such as water rationing or more restrictive water use regulations pursuant to a declared water shortage emergency as authorized by the California Water Code. This plan supports requirements outlined in San Diego County Water Authority’s Urban Water Management Plan and Drought Management Plan. Under this program, regulations are implemented in several phases under drought conditions, ranging from voluntary actions (Level 1) to mandatory actions with violations subject to penalty (Level 2 and above). This program, and conservation activities outlined within it, are provided here as Appendix 6a. Recent water consumption data have indicated that YMWD customers have reduced water usage from 7 to 16% over the last year alone (2021 versus 2020). Water demand reduction and efficient water practices, like the ones enacted through the drought response program, provide opportunities to reduced groundwater pumping and surface water depletions. These reductions support maintaining and possibly raising groundwater levels.",Page 6-2 / 6.2.1.2,"Benefits not quantified, but demand reduction is part of an ongoing PMA"
CC/Other,,,,,"Does the GSP have plans to implement supply augmentation (e.g., recharge projects, desalinating brackish groundwater) in the basin to achieve sustainability?","No: No plans in place for supply augmentation
Somewhat: Potential projects or evaluations of feasibility to implement supply augmentation mentioned
Yes: Planned supply augmentation described in detail to achieve sustainability","recharge, managed aquifer recharge, MAR, desalin*, brackish groundwater",Somewhat,"Rainwater capture: Rainwater catchment systems can be used to offset irrigation demands, especially in domestic settings...
...• Indirect recharge through decreased evapotranspiration: The Upper San Luis Rey Resource Conservation District (USLRRCD) already has agreements in place to remove Arundo – an invasive, non-native species of reed found in riparian areas – in the subbasin. It is estimated that approximately 40 acres of Arundo are present in Pauma Valley alone. Removal of this vegetation could save upwards of 200 acre-ft/yr of water that would otherwise be consumed by this high water use plant. Additional invasive plant species with high water use requirements (e.g., castor bean, tamarisk, etc.) could also be considered at later phases of this project.
&&
• In-lieu groundwater recharge: In-lieu groundwater recharge refers to the “storing” of local groundwater by utilizing surface water “in-lieu” of groundwater pumping. This is already being implemented to an extent in the USLR Groundwater Subbasin through the supplementation of groundwater pumping with imported water. Through its membership in the San Diego County Water Authority (Water Authority), YMWD has access to 16 cfs of flow through the District's connection to the Water Authority's imported water infrastructure. YMWD then sells Colorado River and State Water Project (SWP) water within the subbasin (see Section 2.1.2.3). At any given time, YMWD can draw up to 16 cubic feet per second (cfs) from the imported water distribution system, depending on the adequacy of supply available to the Water Authority and its member agencies, which corresponds to approximately 11,583 acre-ft/yr. Recent imported water use in the basin over the last 5 years (Fiscal Year 2017 through 2021) is 5,127 acre-ft/yr, which is approximately only 44% of the potential maximum amount. Increasing imported water usage in the basin, as needed, will allow any exceedances to be addressed using an already established infrastructure and water supply system. In-lieu use of other supplemental water supplies (such as surface water from VID/City of Escondido) may also be explored.","Page 6-6 / 6.3.2
Page 6-7 / 6.3.3",Several potential PMAs include supply augmentation/in-lieu recharge elements
CC/Other,,,,,"Do they evaluate whether Project and Management Actions close the gap for current and projected sustainable yield (e.g., overdraft as compared to the projected sustainable yield)? ","No: No mention of sustainable yield or overdraft, or closing the gap through PMAs
Somewhat: PMAs are described to close the gap but are future potential projects
Yes: Planned PMAs are identified as those that close the gap for projected sustainable yield and is demonstrated quantitatively","sustainable yield, overdraft, balance",Somewhat,"As discussed in Section 3.0 Basin Setting, the USLR Groundwater Subbasin is generally operating sustainably under current water demand and water supply conditions. While groundwater levels show a period of decline from the 1990s through the early 2000s, increased imported water usage in conjunction with average to wet hydrological conditions have contributed to the stabilization or increase in groundwater levels within the last five to ten years. However, future unanticipated increases in water demand and/or reduced imported water supplies could result in the subbasin falling out of sustainable management. Projects and management actions that support the efficient use of groundwater resources and increase basin recharge will help the USLR Groundwater Subbasin remain sustainable through normal and drought hydrologic conditions. Key management approaches to avoid undesirable results are discussed in the following sections.
&&
• Indirect recharge through decreased evapotranspiration: The Upper San Luis Rey Resource Conservation District (USLRRCD) already has agreements in place to remove Arundo – an invasive, non-native species of reed found in riparian areas – in the subbasin. It is estimated that approximately 40 acres of Arundo are present in Pauma Valley alone. Removal of this vegetation could save upwards of 200 acre-ft/yr of water that would otherwise be consumed by this high water use plant. Additional invasive plant species with high water use requirements (e.g., castor bean, tamarisk, etc.) could also be considered at later phases of this project.","Page 6-1 / 6.2
Page 6-6 / 6.3.2",Potential PMA estimates a benefit of ~200 AFY through indirect recharge
CC/Other,,,,,Does the GSP reference / propose any new water markets in the basin?,"No: No new water markets referenced or proposed
Somewhat: no somewhat for this question
Yes: New water markets are referenced or proposed",water market,No,"The major stream in the USLR Subbain is the San Luis Rey River. The San Luis Rey River extends from Lake Henshaw to the Pacific Ocean at Oceanside Harbor. However, as described in Section 3.3.3.1.3, the majority of flow released from Henshaw Dam are diverted into the Escondido Canal, where it is exported for use in Vista Irrigation District (VID) and City of Escondido service areas.",Page 4-8 / 4.3.4,Existing export program in place; no new markets proposed/described
CC/Other,,,,,"Does the GSP identify the potential impact of climate change on obtaining/crossing thresholds for Sustainable Management Criteria (e.g., as a driver of undesirable result or potential reason for crossing a minimum threshold)?","No: No impacts from climate change referenced in SMC
Somewhat: References climate change impacts but does not identify as a reason for crossing thresholds
Yes: Explicitly identifies climate change as a reason for obtaining/crossing thresholds for SMC",climate change,Yes,"Reduced natural recharge due to climate change will diminish the amount of higher quality water entering the basin and available for dilution. In addition, the reduced recharge anticipated under climate change conditions may cause increased reliance on other sources of water of generally lower quality (e.g., imported water). This, in combination with reduced natural recharge, may enhance the basin’s tendency towards degraded water quality.
&&
Given that the sustainable yield in the USLR Subbasin is approximately 12,700 acre-ft/yr and groundwater recharge to the subbasin comes primarily through natural processes that would be affected by climate change (i.e., areal recharge from precipitation, mountain front recharge, and streambed percolation), even small reductions to these recharge terms could impact the amount of pumping that can be sustainably pumped from the basin.","Section 4 PDF, page 13 / 4.5.2.4
Section 4 PDF, page 8 / 4.3.2.4","Climate change identified as a potential driver of lowering of GW storage, depletion of GW storage, and degraded water quality"
CC/Other,,,,,"Does the GSP includes details on coordination with water quality control programs (e.g., Regional Water Quality Control Board, CV-Salts)?","No: No mention of RWQCB or it is mentioned but coordination not discussed at all
Somewhat: Recognizes RWQCB as interested party or stakeholder but details of coordination not included
Yes: Coordination between RWQCB and GSA are clearly defined","Regional Water Quality Control Board (RWQCB), CV-Salts",Somewhat,"The 1994 Water Quality Control Plan for the San Diego Basin (Basin Plan) was developed by the California Regional Water Quality Control Board, San Diego Region (Regional Board) and adopted by the Regional Board on September 8, 1994. The Basin Plan was created to protect, preserve, and enhance, where possible, the quality of waters within the San Diego Region.",Page 2-9 / 2.2.2.2,"RWQCB acknowledged to be an authority on water quality, but coordination with GSA not discussed"
CC/Other,,,,,"How many PMAs are there (total #, including tiers)?","No spectrum, just # of PMAs",,17,,,
CC/Other,,,,,"Are the PMAs all planned projects?  If not, please elaborate whether projects are proposed and how many are proposed versus planned?","no = all proposed
somewhat = mix of planned and proposed
yes = all planned",,Somewhat,,,"3 ongoing Management Actions, 14 potential PMAs"
